회사명,거래소코드,회계년도,[U01B800000000]계속영업이익(손실)(IFRS연결)(천원),[U01B350016400]   이자비용(IFRS연결)(천원),[U01B470010000]   이자비용(IFRS연결)(천원),[U01B550010000]   이자비용(IFRS연결)(천원),[U01B800000000]계속영업이익(손실)(IFRS)(천원),[U01B350016400]   이자비용(IFRS)(천원),[U01B470010000]   이자비용(IFRS)(천원),[U01B550010000]   이자비용(IFRS)(천원)
(주)라닉스,317120,2022/12,-4930203,0,0,2300935,-5061997,0,0,2300935
(주)라닉스,317120,2023/12,-5369729,0,0,1538246,-5375684,0,0,1538188
(주)라온테크,232680,2022/12,,,,,7475268,0,0,227518
(주)라온테크,232680,2023/12,,,,,2318370,0,0,306237
(주)라온텍,418420,2023/12,,,,,-7077870,0,0,384229
(주)라이온켐텍,171120,2022/12,8848021,0,0,413554,8698097,0,0,413530
(주)라이온켐텍,171120,2023/12,7083259,0,0,1289927,4987742,0,0,1064048
(주)라이콤,388790,2022/12,,,,,,,,
(주)라이콤,388790,2023/12,,,,,-5800255,0,0,157190
(주)라이트론,069540,2022/12,-717944,0,0,3116169,268525,0,0,3116169
(주)라이프시맨틱스,347700,2022/12,,,,,-3348738,0,0,1255245
(주)라파스,214260,2022/12,-8627020,0,0,2887923,-8282334,0,0,2703229
(주)라파스,214260,2023/12,-9248213,0,0,5360249,-7902914,0,0,4855850
(주)락앤락,115390,2022/12,-15392621,0,0,1245949,51735182,0,0,750162
(주)래몽래인,200350,2022/12,-6365270,0,0,634551,-6392873,0,0,632081
(주)래몽래인,200350,2023/12,-7434464,0,0,361543,-7648410,0,0,361101
(주)랩지노믹스,084650,2022/12,47925960,0,0,573974,50493717,0,0,531149
(주)러셀,217500,2022/12,3826631,0,0,865839,2818597,0,0,752739
(주)레고켐바이오사이언스,141080,2022/12,-45091794,0,0,285751,-45424422,0,0,285751
(주)레드캡투어,038390,2022/12,21235275,0,0,9965873,20809912,0,0,9965086
(주)레드캡투어,038390,2023/12,16636271,0,0,19197250,16282145,0,0,19198068
(주)레몬,294140,2022/12,,,,,-16358313,0,0,247410
(주)레뷰코퍼레이션,443250,2023/12,3388171,0,0,199963,4522825,0,0,101152
(주)레이,228670,2022/12,7956938,0,0,2731824,9453896,0,0,2009305
(주)레이,228670,2023/12,-3047691,0,0,3228499,3579122,0,0,2009658
(주)레이언스,228850,2022/12,21849487,0,0,937158,13337355,0,0,7032
(주)레이언스,228850,2023/12,19462481,0,0,1260203,16237393,0,0,8263
(주)레이크머티리얼즈,281740,2022/12,27159824,0,0,2873469,27030093,0,0,2292238
(주)레이크머티리얼즈,281740,2023/12,24368928,0,0,6298133,24116566,0,0,4845067
(주)레인보우로보틱스,277810,2022/12,5774171,0,0,1315032,5775822,0,0,1315032
(주)로보로보,215100,2022/12,-350278,0,0,2832,-324031,0,0,1809
(주)로보로보,215100,2023/12,1420727,0,0,4467,1387851,0,0,2176
(주)로보스타,090360,2022/12,3281878,0,0,21136,4121609,0,0,17528
(주)로보스타,090360,2023/12,693544,0,0,16300,2202862,0,0,8815
(주)로보티즈,108490,2022/12,-224151,0,0,1279314,-288027,0,0,1279314
(주)로지시스,067730,2022/12,,,,,204379,0,0,49827
(주)로지시스,067730,2023/12,,,,,516014,0,0,73924
(주)루닛,328130,2022/12,-39117907,0,0,1188329,-37298311,0,0,1188329
(주)루멘스,038060,2022/12,15889721,0,0,1121996,10943149,0,0,297099
(주)루멘스,038060,2023/12,4005287,0,0,735943,2885391,0,0,79551
(주)룽투코리아,060240,2022/12,-29857175,0,0,388757,-28529128,0,0,22640
(주)리더스기술투자,019570,2022/03,,,,,,,,
(주)리더스코스메틱,016100,2022/12,-758553,0,0,1069777,-295886,0,0,961248
(주)리드코프,012700,2022/12,31981177,0,0,4648074,28437740,0,0,4594489
(주)리메드,302550,2022/12,3951245,0,0,966798,4746922,0,0,966735
(주)리튬포어스,073570,2022/12,,,,,89591513,0,0,1712135
(주)리파인,377450,2022/12,,,,,17586209,0,0,28512
(주)리파인,377450,2023/12,,,,,21682529,0,0,38142
(주)링네트,042500,2022/12,10055708,0,0,285078,10928258,0,0,254113
(주)링네트,042500,2023/12,12788780,0,0,293727,11799040,0,0,265764
(주)링크제니시스,219420,2022/12,1904569,0,0,62938,1860517,0,0,51344
(주)링크제니시스,219420,2023/12,1399546,0,0,22613,1463813,0,0,15537
(주)마녀공장,439090,2023/12,11631842,0,0,29093,11859837,0,0,29093
(주)마니커,027740,2022/12,655477,0,0,2802944,1391345,0,0,2628334
(주)마니커,027740,2023/12,-1770259,0,0,2825843,-1275907,0,0,2558591
(주)마니커에프앤지,195500,2022/12,,,,,-262347,0,0,743237
(주)마니커에프앤지,195500,2023/12,,,,,2071775,0,0,1097334
(주)마음에이아이,377480,2022/12,-5151730,0,0,10273,-4790889,0,0,10273
(주)마음에이아이,377480,2023/12,-5555550,0,0,241277,-5681210,0,0,1153803
(주)마이크로디지탈,305090,2022/12,,,,,-9363892,0,0,1273631
(주)마이크로디지탈,305090,2023/12,,,,,590143,0,0,1431600
(주)마이크로컨텍솔루션,098120,2022/12,7046163,0,0,14473,7049092,0,0,14473
(주)마이크로컨텍솔루션,098120,2023/12,7387999,0,0,49090,7402344,0,0,29863
(주)마크로젠,038290,2022/12,-22005353,0,0,904437,-14902317,0,0,830443
(주)매커스,093520,2022/12,22236242,0,0,55874,23581570,0,0,52342
(주)맥스트,377030,2022/12,-14999452,0,0,285975,-14899492,0,0,284460
(주)맥스트,377030,2023/12,-13230850,0,0,1856627,-14248079,0,0,1845688
(주)머큐리,100590,2022/12,,,,,535476,0,0,1780823
(주)머큐리,100590,2023/12,3306709,0,0,1398146,4689868,0,0,1363094
(주)멀티캠퍼스,067280,2022/12,30539662,0,0,1282684,30079911,0,0,1230724
(주)멀티캠퍼스,067280,2023/12,31940210,0,0,1726187,29227337,0,0,1679538
(주)메가터치,446540,2023/12,,,,,-88211,0,0,440680
(주)메드팩토,235980,2022/12,-35753227,0,0,9620568,-35753227,0,0,9620568
(주)메디아나,041920,2022/12,10597921,0,0,17678,10622264,0,0,16736
(주)메디아나,041920,2023/12,8893422,0,0,24108,9190657,0,0,23862
(주)메디콕스,054180,2022/12,-42618623,0,0,2693165,-42104773,0,0,2683895
(주)메디톡스,086900,2022/12,36595836,0,0,2313515,36841934,0,0,2080047
(주)메디프론디비티,065650,2022/12,,,,,-12024820,0,0,708585
(주)메리츠금융지주,138040,2022/12,,,,,,,,
(주)메쎄이상,408920,2022/12,,,,,,,,
(주)메쎄이상,408920,2023/12,5551398,0,0,839719,5120950,0,0,49617
(주)메지온,140410,2022/12,-36297830,0,0,423444,-32988714,0,0,328159
(주)메지온,140410,2023/12,-12728376,0,0,315460,-16392271,0,0,226478
(주)메카로,241770,2022/12,1726989,0,0,26365,1726989,0,0,22545
(주)메타랩스,090370,2022/12,-12812632,0,0,2098727,-9274370,0,0,2066057
(주)메타바이오메드,059210,2022/12,3599986,0,0,1389985,2964880,0,0,1239249
(주)멕아이씨에스,058110,2022/12,-2834728,0,0,1012912,-4403447,0,0,909835
(주)멕아이씨에스,058110,2023/12,-16270616,0,0,666730,-15096748,0,0,635035
(주)모나리자,012690,2022/12,,,,,2335281,0,0,196346
(주)모나리자,012690,2023/12,,,,,9144075,0,0,120559
(주)모나미,005360,2022/12,3315767,0,0,3151050,334421,0,0,2352948
(주)모나미,005360,2023/12,-5722532,0,0,5658401,-4540900,0,0,4324810
(주)모다이노칩,080420,2022/12,-370018,0,0,15139340,1440669,0,0,12272234
(주)모다이노칩,080420,2023/12,-9848998,0,0,15909975,-8116363,0,0,15133903
(주)모두투어네트워크,080160,2022/12,-17913568,0,0,3435191,-19522830,0,0,95783
(주)모두투어네트워크,080160,2023/12,7474537,0,0,0,23003266,0,0,1927634
(주)모베이스,101330,2022/12,23863518,0,0,12745532,14205807,0,0,627991
(주)모베이스전자,012860,2022/12,6797750,0,0,12067019,6784424,0,0,7405442
(주)모비데이즈,363260,2022/12,-6668066,0,0,54917,-6530141,0,0,54917
(주)모비릭스,348030,2022/12,5650835,0,0,43686,5960385,0,0,33848
(주)모비스,250060,2022/12,-6195300,0,0,1639189,-5608493,0,0,1130180
(주)모아데이타,288980,2022/12,1794502,0,0,647757,1897874,0,0,647757
(주)모아데이타,288980,2023/12,-582708,0,0,1659439,715778,0,0,1617631
(주)모코엠시스,333050,2022/12,,,,,-1720965,0,0,70647
(주)모토닉,009680,2022/12,21497075,0,0,49431,17789582,0,0,49431
(주)모토닉,009680,2023/12,27476028,0,0,27597,27056265,0,0,27597
(주)모헨즈,006920,2022/12,2291376,0,0,17028,1091639,0,0,5716
(주)모헨즈,006920,2023/12,9939969,0,0,20247,5367855,0,0,2854
(주)무궁화인포메이션테크놀로지,038340,2022/12,-3801747,0,0,423115,-3752706,0,0,155715
(주)무학,033920,2022/12,-13202293,0,0,2261435,-12151430,0,0,2147211
(주)무학,033920,2023/12,65425862,0,0,2653192,64067161,0,0,2544578
(주)미래생명자원,218150,2022/12,878147,0,0,685422,893827,0,0,551937
(주)미래생명자원,218150,2023/12,359210,0,0,399634,907298,0,0,117069
(주)미래아이앤지,007120,2022/12,-3042386,0,0,1628681,-6027838,0,0,1628681
(주)미래컴퍼니,049950,2022/12,29293725,0,0,86607,27895753,0,0,82109
(주)미래컴퍼니,049950,2023/12,3538825,0,0,64775,5499728,0,0,51755
(주)미코,059090,2022/12,-31225947,0,0,9953676,-47636826,0,0,6513315
(주)미코바이오메드,214610,2022/12,-38919206,0,0,2424589,-37340146,0,0,2423836
(주)미투온,201490,2022/12,20627874,0,0,2383090,8320531,0,0,2235102
(주)밀리의서재,418470,2023/12,,,,,14537919,0,0,296872
(주)바른손,018700,2022/12,-25250348,0,0,399076,-24834204,0,0,308678
(주)바른손이앤에이,035620,2022/12,-13319475,0,0,891966,-13932021,0,0,834464
(주)바이넥스,053030,2022/12,12365380,0,0,2061625,13156882,0,0,2061625
(주)바이넥스,053030,2023/12,4583699,0,0,1968388,-4537090,0,0,1964192
(주)바이브컴퍼니,301300,2022/12,-22902124,0,0,2736805,-20295467,0,0,2381030
(주)바이브컴퍼니,301300,2023/12,-9009803,0,0,2549102,33100533,0,0,2549102
(주)바이오노트,377740,2022/12,307797757,0,0,84440,149679211,0,0,84421
(주)바이오니아,064550,2022/12,15122016,0,0,647917,-12211136,0,0,562389
(주)바이오다인,314930,2022/12,,,,,5611320,0,0,443
(주)바이오다인,314930,2023/12,,,,,-991762,0,0,223
(주)바이오로그디바이스,208710,2022/12,3056589,0,0,1961314,3590770,0,0,1533065
(주)바이오로그디바이스,208710,2023/12,-7988624,0,0,1818170,-8001759,0,0,812966
(주)바이오솔루션,086820,2022/12,,,,,-8087232,0,0,3066413
(주)바이오스마트,038460,2022/12,-1181772,0,0,4396403,-29266526,0,0,1610912
(주)바이오스마트,038460,2023/12,16179096,0,0,5961518,22500736,0,0,2237867
(주)바이오에프디엔씨,251120,2022/12,,,,,4335264,0,0,108934
(주)바이오인프라,199730,2023/12,,,,,2001611,0,0,427297
(주)바이오톡스텍,086040,2022/12,64743,0,0,2015051,3939312,0,0,1722081
(주)바텍,043150,2022/12,78611880,0,0,1577587,68167331,0,0,362087
(주)바텍,043150,2023/12,52968695,0,0,2519018,37737725,0,0,208384
(주)박셀바이오,323990,2022/12,,,,,-6825051,0,0,16679
(주)박셀바이오,323990,2023/12,,,,,-10274079,0,0,43665
(주)배럴,267790,2022/12,-5908294,0,0,1581461,-5908294,0,0,1580778
(주)배럴,267790,2023/12,6826014,0,0,2907984,6826014,0,0,2907984
(주)백금티앤에이,046310,2022/12,11263504,0,0,990581,1317374,0,0,788565
(주)백금티앤에이,046310,2023/12,18683426,0,0,1403024,3543627,0,0,1273860
(주)백산,035150,2022/12,44891846,0,0,3423739,25580868,0,0,1660660
(주)백산,035150,2023/12,40522031,0,0,4278341,26688907,0,0,2294539
(주)밸로프,331520,2022/12,1579352,0,0,56086,1591648,0,0,41470
(주)버킷스튜디오,066410,2022/12,-195606053,0,0,8411820,-102473637,0,0,6677183
(주)베노티앤알,206400,2022/12,-21919389,0,0,4046741,-20704655,0,0,3905646
(주)베셀,177350,2022/12,-14055760,0,0,1600431,-9394299,0,0,1167674
(주)베스파,299910,2022/12,-4700802,0,0,372607,-6558727,0,0,418118
(주)벨로크,424760,2022/12,,,,,,,,
(주)벨로크,424760,2023/12,,,,,-4590424,0,0,194759
(주)벽산,007210,2022/12,11698990,0,0,3917313,4975162,0,0,2935414
(주)보광산업,225530,2022/12,12074741,0,0,1104559,11209709,0,0,1049605
(주)보라티알,250000,2022/12,17315898,0,0,335011,15548995,0,0,331248
(주)보라티알,250000,2023/12,9455737,0,0,720472,7789183,0,0,691570
(주)보락,002760,2022/12,,,,,3069106,0,0,67512
(주)보락,002760,2023/12,,,,,857813,0,0,89692
(주)보령,003850,2022/12,41938309,0,0,6127446,50001284,0,0,6081882
(주)보령,003850,2023/12,40213138,0,0,9549147,41159277,0,0,9533698
(주)본느,226340,2022/12,1058231,0,0,2840778,-914076,0,0,2569705
(주)부-스타,008470,2022/12,-1235995,0,0,27528,-1177016,0,0,27528
(주)부-스타,008470,2023/12,1448542,0,0,39021,1389563,0,0,38095
(주)부방,014470,2022/12,31240537,0,0,2953617,-108720,0,0,1527469
(주)뷰노,338220,2022/12,-15661891,0,0,369054,-14899391,0,0,369054
(주)뷰웍스,100120,2022/12,26459378,0,0,1073324,27357310,0,0,1020816
(주)브랜드엑스코퍼레이션,337930,2022/12,12830967,0,0,290896,7697677,0,0,204273
(주)브리지텍,064480,2022/12,,,,,3380874,0,0,92629
(주)브리지텍,064480,2023/12,,,,,3573687,0,0,196967
(주)브이씨,365900,2022/12,1274464,0,0,585540,-188143,0,0,565028
(주)브이원텍,251630,2022/12,-3991332,0,0,537898,3373472,0,0,0
(주)브이원텍,251630,2023/12,-3535930,0,0,2693180,6592525,0,0,0
(주)브이티지엠피,018290,2022/12,13204953,0,0,2975355,3368339,0,0,2474573
(주)블레이드엔터테인먼트,044480,2022/12,-24249818,0,0,3594706,-21164700,0,0,1649213
(주)블루콤,033560,2022/12,-264689,0,0,133973,66186,0,0,123675
(주)블루콤,033560,2023/12,-2745538,0,0,192106,-3026151,0,0,192106
(주)블리츠웨이,369370,2022/12,-3505246,0,0,364854,-3373701,0,0,354390
(주)비덴트,121800,2022/12,-181781144,0,0,11826553,-181906907,0,0,11826553
(주)비보존제약,082800,2022/12,-39233507,0,0,3878762,-35273002,0,0,3203120
(주)비비안,002070,2022/12,-7785315,0,0,4241648,-9321257,0,0,4248764
(주)비상교육,100220,2022/12,-1021656,0,0,172120,-1036287,0,0,0
(주)비스토스,419540,2022/12,,,,,-4502438,0,0,73829
(주)비스토스,419540,2023/12,,,,,806497,0,0,104964
(주)비씨월드제약,200780,2022/12,59776,0,0,3791585,437189,0,0,1998515
(주)비씨월드제약,200780,2023/12,2892309,0,0,5234000,2361863,0,0,3201188
(주)비아트론,141000,2022/12,15881821,0,0,6137,16196611,0,0,0
(주)비아트론,141000,2023/12,1683306,0,0,53487,1907296,0,0,0
(주)비에프랩스,139050,2022/12,-20158781,0,0,1399157,-8749672,0,0,1403000
(주)비엘,142760,2022/12,-33738603,0,0,4652491,-28277277,0,0,2017536
(주)비엘팜텍,065170,2022/12,-13649416,0,0,3136541,-22640917,0,0,2243029
(주)비엠티,086670,2022/12,14916199,0,0,2403431,15784494,0,0,2313355
(주)비올,335890,2022/12,11472734,0,0,22106,11947644,0,0,16767
(주)비올,335890,2023/12,,,,,21560611,0,0,122619
(주)비와이씨,001460,2022/12,35286502,0,0,2456279,35650140,0,0,2078026
(주)비와이씨,001460,2023/12,23666593,0,0,2762710,24957937,0,0,2136993
(주)비즈니스온커뮤니케이션,138580,2022/12,11782178,0,0,627742,11963258,0,0,599523
(주)비지에프,027410,2022/12,42104812,0,0,4031000,-13298669,0,0,228000
(주)비지에프,027410,2023/12,69136637,0,0,4714479,73346657,0,0,366737
(주)비지에프리테일,282330,2022/12,193538863,0,0,28332074,190700183,0,0,27216938
(주)비지에프리테일,282330,2023/12,195844952,0,0,46907891,184915364,0,0,45249811
(주)비지에프에코머티리얼즈,126600,2022/12,28879582,0,0,3317314,17265324,0,0,2520795
(주)비지에프에코머티리얼즈,126600,2023/12,-9806449,0,0,4526412,-15253922,0,0,1481636
(주)비츠로셀,082920,2022/12,23111882,0,0,799116,22699913,0,0,793210
(주)비츠로시스,054220,2022/03,,,,,5322942,0,0,262830
(주)비츠로시스,054220,2023/12,-6342053,0,0,1933113,-5107875,0,0,1833588
(주)비츠로테크,042370,2022/12,19494508,0,0,2164730,395827,0,0,4198
(주)비케이홀딩스,050090,2022/12,,,,,-3057061,0,0,19231
(주)비케이홀딩스,050090,2023/12,,,,,-1136687,0,0,35861
(주)비투엔,307870,2022/12,,,,,-2215745,0,0,976247
(주)비트나인,357880,2022/12,-528859,0,0,1202513,-5348567,0,0,1191263
(주)비트컴퓨터,032850,2022/12,4925063,0,0,111795,4814230,0,0,111795
(주)비트컴퓨터,032850,2023/12,5598840,0,0,65705,5410516,0,0,65705
(주)비피도,238200,2022/12,1545708,0,0,18249,1854154,0,0,15100
(주)비피도,238200,2023/12,1082152,0,0,263725,2495070,0,0,259409
(주)빅솔론,093190,2022/12,10281829,0,0,167546,9565332,0,0,42031
(주)빅솔론,093190,2023/12,10539369,0,0,278364,11135157,0,0,104712
(주)빅텍,065450,2022/12,,,,,-231659,0,0,565052
(주)빅텍,065450,2023/12,,,,,-4189361,0,0,580918
(주)빅토리콘텐츠,210120,2022/12,,,,,1327427,0,0,147485
(주)빙그레,005180,2022/12,25685517,0,0,639000,30478407,0,0,479000
(주)빙그레,005180,2023/12,86218494,0,0,1712000,72036370,0,0,1260000
(주)사람인,143240,2022/12,29266991,0,0,227012,31429696,0,0,196948
(주)사람인,143240,2023/12,18617909,0,0,287402,21857755,0,0,166047
(주)사조대림,003960,2022/12,73810465,0,0,10277106,55593689,0,0,3385944
(주)사조대림,003960,2023/12,107150334,0,0,11496804,70356686,0,0,3470172
(주)사조오양,006090,2022/12,,,,,8526794,0,0,2114343
(주)사조오양,006090,2023/12,,,,,20298535,0,0,3168634
(주)산돌,419120,2022/12,9435130,0,0,111657,8833451,0,0,107484
(주)산돌,419120,2023/12,2843499,0,0,195563,2901499,0,0,157617
(주)삼기,122350,2022/12,7306144,0,0,8915300,-37396620,0,0,6758107
(주)삼보판지,023600,2022/12,63514562,0,0,1653652,12459584,0,0,192377
(주)삼성출판사,068290,2022/12,,,,,3491994,0,0,52157
(주)삼양사,145990,2022/12,82247273,0,0,25563475,55711450,0,0,19127544
(주)삼양사,145990,2023/12,121996688,0,0,33485119,91076142,0,0,26826797
(주)삼양옵틱스,225190,2022/12,8257568,0,0,131501,8418546,0,0,131501
(주)삼양패키징,272550,2022/12,12090047,0,0,5676514,12162122,0,0,5676386
(주)삼양패키징,272550,2023/12,25435266,0,0,5430332,24656258,0,0,5426343
(주)삼양홀딩스,000070,2022/12,105849359,0,0,33768000,79147652,0,0,3692992
(주)삼양홀딩스,000070,2023/12,227014035,0,0,47397929,202929964,0,0,5372799
(주)삼영,003720,2022/12,1086767,0,0,652046,2701762,0,0,216176
(주)삼영에스앤씨,361670,2022/12,,,,,-1026373,0,0,57349
(주)삼영에스앤씨,361670,2023/12,,,,,-2758500,0,0,67823
(주)삼원강재,023000,2022/12,,,,,13013318,0,0,15935
(주)삼원강재,023000,2023/12,,,,,16609053,0,0,2106
(주)삼익악기,002450,2022/12,15067692,0,0,6428695,3276434,0,0,2951406
(주)삼익악기,002450,2023/12,3388985,0,0,6858023,4276091,0,0,3854016
(주)삼일,032280,2022/12,,,,,1232108,0,0,975074
(주)삼일,032280,2023/12,,,,,2828019,0,0,1406643
(주)삼일기업공사,002290,2022/12,,,,,2494625,0,0,0
(주)삼일기업공사,002290,2023/12,,,,,3839135,0,0,0
(주)삼일씨엔에스,004440,2022/12,-5880605,0,0,1338318,-8529085,0,0,1301836
(주)삼진,032750,2022/12,1887901,0,0,182015,3566844,0,0,757
(주)삼진,032750,2023/12,116049,0,0,661971,6110720,0,0,0
(주)삼진엘앤디,054090,2022/12,-1612686,0,0,2425538,-58623,0,0,909495
(주)삼진엘앤디,054090,2023/12,-22942983,0,0,4041169,-26137577,0,0,1347544
(주)삼천리,004690,2022/12,66728901,0,0,33131186,20190564,0,0,10412409
(주)삼천리,004690,2023/12,145238918,0,0,39517515,70769019,0,0,13204415
(주)삼표시멘트,038500,2022/12,30182788,0,0,23927377,17562181,0,0,17203329
(주)삼표시멘트,038500,2023/12,33807861,0,0,29562335,28952581,0,0,20830722
(주)삼화네트웍스,046390,2022/12,13848283,0,0,1006400,13841500,0,0,999815
(주)상보,027580,2022/12,4003240,0,0,1387156,3051285,0,0,1386552
(주)상보,027580,2023/12,438471,0,0,1531432,1124812,0,0,1530839
(주)상상인,038540,2022/12,42250753,0,0,4693062,-10187486,0,0,1471067
(주)상상인인더스트리,101000,2022/12,-13870016,0,0,1526276,-13870016,0,0,1526276
(주)상상인인더스트리,101000,2023/12,3679868,0,0,2164650,3679868,0,0,2164650
(주)상상인증권,001290,2022/12,,,,,,,,
(주)상아프론테크,089980,2022/12,7425752,0,0,5811229,7339464,0,0,3674780
(주)상아프론테크,089980,2023/12,11994182,0,0,7426763,12342540,0,0,4745045
(주)상지카일룸,042940,2022/12,-10791695,0,0,5045365,-8615934,0,0,2016914
(주)새로닉스,042600,2022/12,91689420,0,0,3457108,-744613,0,0,2565943
(주)새로닉스,042600,2023/12,-29513780,0,0,4514312,-1917830,0,0,3437460
(주)새빗켐,107600,2022/12,,,,,7701035,0,0,240376
(주)새빗켐,107600,2023/12,,,,,-1174896,0,0,1066180
(주)샌즈랩,411080,2023/12,,,,,438727,0,0,1450
(주)샘씨엔에스,252990,2022/12,,,,,15137663,0,0,1039577
