날짜,시가,고가,저가,종가,거래량,등락률,EMA_short,EMA_long,MACD,MACD_Signal,RSI,RSI_Signal,SMA_5,SMA_20,SMA_60,SMA_120,SMA_240,EMA_5,EMA_20,EMA_60,EMA_120,EMA_240,SMA_5_minus_SMA_20,SMA_5_minus_SMA_60,SMA_5_minus_SMA_120,SMA_5_minus_SMA_240,SMA_20_minus_SMA_60,SMA_20_minus_SMA_120,SMA_20_minus_SMA_240,SMA_60_minus_SMA_120,SMA_60_minus_SMA_240,SMA_120_minus_SMA_240,EMA_5_minus_EMA_20,EMA_5_minus_EMA_60,EMA_5_minus_EMA_120,EMA_5_minus_EMA_240,EMA_20_minus_EMA_60,EMA_20_minus_EMA_120,EMA_20_minus_EMA_240,EMA_60_minus_EMA_120,EMA_60_minus_EMA_240,EMA_120_minus_EMA_240,[일]사모펀드_수량,[일]기타법인_수량,[일]국가지자체_수량,[일]연기금 등_수량,[일]기타금융_수량,[일]은행_수량,[일]투신_수량,[일]보험_수량,[일]금융투자_수량,[일]기관_수량,[일]외국인_수량,[일]개인_수량,[일]프로그램순매수(종목)
2014-05-28,42750,42750,42400,42600,2267797,0.947867299,41958.61915,41093.50673,865.1124159,890.4449042,67.56756757,65.12130142,42390,41505,39155.83333,38210.83333,34294.375,42333.62899,41450.87786,39704.6951,37961.47786,35184.5668,885,3234.166667,4179.166667,8095.625,2349.166667,3294.166667,7210.625,945,4861.458333,3916.458333,882.7511266,2628.933894,4372.151135,7149.062187,1746.182767,3489.400008,6266.311061,1743.217241,4520.128293,2776.911053,"10,841","-7,180",0,"-81,050","4,820",-285,"5,830","47,920","8,374","-3,550","401,105","-389,315","260,740"
2014-05-29,42700,42900,42450,42600,2788250,0,42057.29313,41205.09883,852.1942992,882.7947832,64.35643564,64.96832826,42430,41610,39216.66667,38268.33333,34342.29167,42422.41933,41560.31807,39799.62313,38038.14764,35246.10567,820,3213.333333,4161.666667,8087.708333,2393.333333,3341.666667,7267.708333,948.3333333,4874.375,3926.041667,862.1012595,2622.796201,4384.271683,7176.313659,1760.694941,3522.170424,6314.212399,1761.475483,4553.517458,2792.041975,"42,200","-16,260","-7,130","-106,390","-5,660","-63,638","28,781","90,780","52,857","31,800","385,691","-401,151","-269,406"
2014-05-30,42600,44150,42600,44150,5719933,3.638497653,42379.24803,41423.23965,956.0083754,897.4375016,71.65354331,66.30537127,42790,41832.5,39303.33333,38347.08333,34390.20833,42998.27955,41806.95444,39942.25843,38139.17,35319.99691,957.5,3486.666667,4442.916667,8399.791667,2529.166667,3485.416667,7442.291667,956.25,4913.125,3956.875,1191.325109,3056.021117,4859.109555,7678.282644,1864.696008,3667.784445,6486.957534,1803.088437,4622.261526,2819.173089,"46,170","-83,067","102,420","198,310",570,"-2,022","354,140","170,826","-154,743","715,671","1,312,002","-1,944,366","743,142"
2014-06-02,44200,45200,44150,44700,2594762,1.245753114,42736.28679,41665.96264,1070.324152,932.0148316,72.72727273,67.58975156,43250,42060,39390.83333,38429.58333,34441.04167,43565.5197,42082.48259,40098.24996,38247.61347,35397.83926,1190,3859.166667,4820.416667,8808.958333,2669.166667,3630.416667,7618.958333,961.25,4949.791667,3988.541667,1483.03711,3467.26974,5317.906233,8167.680444,1984.23263,3834.869123,6684.643333,1850.636493,4700.410704,2849.774211,"55,865","-35,874","27,365",-149,"4,258","13,899","170,787","69,530","-166,025","175,530","449,062","-592,846","-747,469"
2014-06-03,44250,45050,44000,44650,2452555,-0.111856823,43030.70421,41887.00245,1143.701764,974.352218,70.4,68.15180125,43740,42260,39483.33333,38516.25,34492.29167,43927.01313,42327.00806,40247.48767,38353.43804,35474.62067,1480,4256.666667,5223.75,9247.708333,2776.666667,3743.75,7767.708333,967.0833333,4991.041667,4023.958333,1600.005076,3679.525467,5573.575095,8452.39246,2079.520391,3973.570019,6852.387384,1894.049628,4772.866993,2878.817365,"-2,287","-43,757","31,640","185,175","-1,278","5,829","-77,553","-60,705","-255,804","-174,983","45,609","168,937","-164,444"
2014-06-05,45300,46450,44850,46450,3867206,4.031354983,43556.74972,42225.00227,1331.747451,1045.831265,77.98742138,70.11892528,44510,42527.5,39615,38607.5,34552.29167,44768.00876,42719.67396,40450.84873,38487.26551,35565.70266,1982.5,4895,5902.5,9957.708333,2912.5,3920,7975.208333,1007.5,5062.708333,4055.208333,2048.334798,4317.160029,6280.743247,9202.306096,2268.82523,4232.408448,7153.971297,1963.583218,4885.146067,2921.562849,"27,442","-9,504","8,742","24,398","-24,315","-3,141","-82,446","19,906","-291,128","-320,542","1,094,254","-764,726","12,498"
2014-06-09,47000,47450,46000,46100,4008341,-0.753498385,43948.01899,42512.03913,1435.979856,1123.860983,73.91304348,70.87774892,45210,42800,39755,38688.75,34613.125,45212.00584,43041.60977,40636.0668,38613.09583,35653.12422,2410,5455,6521.25,10596.875,3045,4111.25,8186.875,1066.25,5141.875,4075.625,2170.396066,4575.939036,6598.910006,9558.881622,2405.542969,4428.51394,7388.485556,2022.97097,4982.942587,2959.971616,"-60,742",346,"5,896","-54,088","-1,155","-16,687","-93,955","-5,860","32,583","-194,008","-9,769","207,502","147,999"
2014-06-10,46600,47350,46500,47350,2173265,2.711496746,44471.40068,42870.40661,1600.994078,1219.287602,90.56603774,74.81540668,45850,43110,39915,38779.16667,34683.54167,45924.67056,43451.93265,40856.19576,38757.50747,35750.19372,2740,5935,7070.833333,11166.45833,3195,4330.833333,8426.458333,1135.833333,5231.458333,4095.625,2472.737908,5068.474799,7167.163088,10174.47683,2595.736891,4694.425179,7701.738926,2098.688288,5106.002035,3007.313747,"6,625","-9,128","-3,247","-89,887","-4,907","-12,464","-29,358","80,959","-146,291","-198,570","476,916","-272,503","28,613"
2014-06-11,47550,47950,46750,47000,2699834,-0.739176346,44860.41596,43176.30241,1684.113551,1312.252792,84.72222222,76.79676979,46310,43390,40075,38864.16667,34747.08333,46283.11371,43789.84383,41057.63196,38893.74702,35843.55311,2920,6235,7445.833333,11562.91667,3315,4525.833333,8642.916667,1210.833333,5327.916667,4117.083333,2493.269879,5225.481742,7389.366689,10439.56059,2732.211862,4896.09681,7946.290714,2163.884947,5214.078852,3050.193905,"28,177","28,159","35,199","-33,372","-13,883","14,491","-3,662","72,335","-25,527","73,758","-353,075","251,214","-91,571"
2014-06-12,48000,48450,46850,47400,3533745,0.85106383,45251.1212,43489.1689,1761.952299,1402.192693,86.66666667,78.77074916,46860,43675,40230.83333,38955.41667,34811.66667,46655.40914,44133.66822,41265.57846,39034.34624,35939.45724,3185,6629.166667,7904.583333,12048.33333,3444.166667,4719.583333,8863.333333,1275.416667,5419.166667,4143.75,2521.740913,5389.83068,7621.062897,10715.9519,2868.089767,5099.321984,8194.210988,2231.232217,5326.121221,3094.889004,"-253,831","30,376","-15,858","-73,329","-2,882","18,018","-53,364","156,205","-112,623","-337,664","204,343","79,183","104,566"
2014-06-13,47000,47200,46400,47050,2038552,-0.738396624,45527.87178,43752.93417,1774.937617,1476.741678,81.63265306,79.34312994,46980,43922.5,40382.5,39043.33333,34878.33333,46786.93942,44411.41411,41455.23162,39166.83638,36031.66091,3057.5,6597.5,7936.666667,12101.66667,3540,4879.166667,9044.166667,1339.166667,5504.166667,4165,2375.525317,5331.707803,7620.10304,10755.27851,2956.182485,5244.577723,8379.753197,2288.395238,5423.570712,3135.175474,"17,454","15,599","31,030","117,440","-4,557","3,238","94,309","94,388","-161,570","191,732","-332,194","122,860","72,818"
2014-06-16,46600,48550,46400,48350,2328428,2.763018066,45962.04536,44093.45756,1868.587794,1555.110901,84.88372093,80.45124814,47430,44240,40576.66667,39136.66667,34951.45833,47307.95962,44786.51753,41681.2896,39318.62421,36133.88779,3190,6853.333333,8293.333333,12478.54167,3663.333333,5103.333333,9288.541667,1440,5625.208333,4185.208333,2521.442091,5626.670015,7989.335404,11174.07183,3105.227924,5467.893313,8652.629735,2362.665389,5547.401811,3184.736422,"-18,148","20,101","7,732","163,578","6,783","11,327","89,316","76,216","3,647","340,451","90,317","-447,838","135,237"
2014-06-17,49000,49850,48850,49350,3064765,2.068252327,46483.26915,44482.83108,2000.438071,1644.176335,86.38743455,81.63848542,47830,44595,40793.33333,39242.91667,35033.125,47988.63974,45221.1349,41932.72273,39484.43208,36243.56507,3235,7036.666667,8587.083333,12796.875,3801.666667,5352.083333,9561.875,1550.416667,5760.208333,4209.791667,2767.50484,6055.917015,8504.207667,11745.07467,3288.412175,5736.702827,8977.569834,2448.290653,5689.15766,3240.867007,"18,354","35,615","42,851","-99,994","2,940","-23,732","11,843","24,218","-97,291","-120,811","239,194","-148,245","-283,441"
2014-06-18,49400,49700,48850,49000,8540327,-0.709219858,46870.45851,44817.43618,2053.022328,1725.945534,85.05154639,82.32109762,48230,45000,40993.33333,39355,35114.375,48325.75983,45581.02682,42164.43674,39641.71419,36349.4276,3230,7236.666667,8875,13115.625,4006.666667,5645,9885.625,1638.333333,5878.958333,4240.625,2744.733012,6161.323091,8684.045638,11976.33223,3416.59008,5939.312627,9231.599217,2522.722547,5815.009138,3292.286591,"783,241","-1,729","-47,611","-30,088","-3,926,956","-1,654","-268,351","255,968","47,011","-3,188,440","2,790,729","399,095","356,558"
2014-06-19,49850,50700,49700,50700,3832975,3.469387755,47459.61874,45253.18165,2206.437089,1822.043845,86.81818182,83.22051446,48890,45435,41222.5,39486.66667,35199.58333,49117.17322,46068.54807,42444.29127,39824.49577,36468.51949,3455,7667.5,9403.333333,13690.41667,4212.5,5948.333333,10235.41667,1735.833333,6022.916667,4287.083333,3048.625146,6672.881948,9292.677445,12648.65373,3624.256802,6244.052298,9600.028586,2619.795497,5975.771784,3355.976287,"-80,008","-8,797","-17,474","15,598","7,552","-51,710","-41,901","35,098","-70,656","-203,501","505,414","-290,562","927,524"
2014-06-20,50900,50900,49100,49400,7739475,-2.564102564,47758.13893,45560.35338,2197.785553,1897.192186,77.64227642,82.10486685,49360,45810,41400.83333,39604.16667,35277.70833,49211.44881,46385.82921,42672.3473,39982.76857,36575.83468,3550,7959.166667,9755.833333,14082.29167,4409.166667,6205.833333,10532.29167,1796.666667,6123.125,4326.458333,2825.619604,6539.101518,9228.680241,12635.61413,3713.481914,6403.060637,9809.994531,2689.578723,6096.512617,3406.933893,"-36,811","5,054","-18,469","250,754","3,216","-5,156","-34,922","2,260","-64,457","96,415","-939,215","840,754","-1,602,536"
2014-06-23,49250,49700,48250,48900,3331587,-1.012145749,47933.80987,45807.73461,2126.075256,1942.9688,71.11111111,79.9061157,49470,46135,41580,39703.33333,35351.45833,49107.63254,46625.27405,42876.53263,40130.16083,36678.10991,3335,7890,9766.666667,14118.54167,4555,6431.666667,10783.54167,1876.666667,6228.541667,4351.875,2482.358496,6231.099912,8977.471715,12429.52263,3748.741416,6495.113219,9947.164137,2746.371803,6198.422721,3452.050918,"-36,487","-26,666","28,041","111,019","-4,481","9,524","25,181","-19,211","105,517","219,103","-223,337","30,954","245,458"
2014-06-24,49000,50300,48950,50300,3486605,2.862985685,48297.83912,46140.49501,2157.344108,1985.843862,73.14049587,78.55299174,49660,46532.5,41791.66667,39816.25,35429.58333,49505.08836,46975.24795,43119.925,40298.25734,36791.15464,3127.5,7868.333333,9843.75,14230.41667,4740.833333,6716.25,11102.91667,1975.416667,6362.083333,4386.666667,2529.840415,6385.163359,9206.831019,12713.93372,3855.322944,6676.990604,10184.09331,2821.66766,6328.770362,3507.102702,"14,487","2,072","69,744","55,418","1,916","-30,015","25,858","13,700","78,184","229,292","113,745","-347,493","765,368"
2014-06-25,50200,50900,49600,49800,2370023,-0.994035785,48528.94079,46411.56945,2117.371338,2012.149357,70.51792829,76.94597905,49820,46902.5,41981.66667,39931.25,35517.08333,49603.39224,47244.27195,43338.94386,40455.31094,36899.11186,2917.5,7838.333333,9888.75,14302.91667,4920.833333,6971.25,11385.41667,2050.416667,6464.583333,4414.166667,2359.120289,6264.448386,9148.081301,12704.28038,3905.328097,6788.961012,10345.16009,2883.632915,6439.831992,3556.199077,"21,268","5,474","10,282","32,446","8,930","7,046","-25,618","3,651","-14,380","43,625","-143,812","95,013","-560,596"
2014-06-26,50300,50600,48050,48750,4329921,-2.108433735,48562.9499,46584.78653,1978.16337,2005.35216,59.74576271,73.50593578,49430,47230,42165.83333,40032.08333,35600.41667,49318.92816,47387.67462,43516.35553,40592.41324,36997.45948,2200,7264.166667,9397.916667,13829.58333,5064.166667,7197.916667,11629.58333,2133.75,6565.416667,4431.666667,1931.253537,5802.572629,8726.514922,12321.46868,3871.319091,6795.261385,10390.21514,2923.942294,6518.896049,3594.953756,"-24,601","10,152","21,832","160,204","-3,027","-28,209","-90,206","43,820","261,797","341,610","-934,090","578,652","-435,844"
2014-06-27,48350,48500,47500,47500,4132822,-2.564102564,48399.41915,46652.58012,1746.839025,1953.649533,55.51181102,69.90711083,49050,47475,42340,40121.25,35678.54167,48712.61877,47398.37228,43646.96683,40706.58823,37084.6175,1575,6710,8928.75,13371.45833,5135,7353.75,11796.45833,2218.75,6661.458333,4442.708333,1314.246496,5065.651948,8006.030547,11628.00128,3751.405452,6691.784052,10313.75478,2940.3786,6562.349331,3621.970731,"-24,669","3,182","5,240","-7,923","1,642","-14,496","-233,197","-98,430","53,497","-318,336","-512,113","823,941","471,017"
2014-06-30,47900,48750,47850,48550,3033278,2.210526316,48422.58543,46793.12974,1629.45569,1888.810764,54.8,66.88568866,48980,47772.5,42549.16667,40229.58333,35762.5,48658.41252,47508.05111,43807.72201,40836.2314,37179.7659,1207.5,6430.833333,8750.416667,13217.5,5223.333333,7542.916667,12010,2319.583333,6786.666667,4467.083333,1150.361407,4850.690504,7822.18112,11478.64662,3700.329097,6671.819713,10328.28521,2971.490616,6627.956114,3656.465498,"-24,703","-21,978","-9,510","-123,150","-4,966","-36,821","-39,615","43,729","15,146","-179,890","300,111","-98,102","51,603"
2014-07-01,49450,49450,48400,48450,2661236,-0.205973223,48426.80306,46915.86087,1510.942186,1813.237048,55.91836735,64.6922244,48610,47987.5,42740,40330.83333,35848.54167,48588.94168,47597.76053,43959.92785,40962.07881,37273.29481,622.5,5870,8279.166667,12761.45833,5247.5,7656.666667,12138.95833,2409.166667,6891.458333,4482.291667,991.1811503,4629.013829,7626.862866,11315.64687,3637.832679,6635.681716,10324.46572,2997.849037,6686.633036,3688.783999,"20,926","59,787","1,219","-311,215","4,694","-16,559","-70,088","37,304","39,326","-294,393","165,614","70,850","166,782"
2014-07-02,49150,50500,49000,50400,4295212,4.024767802,48730.37182,47173.94525,1556.426566,1761.874952,60.86956522,63.92769256,48730,48272.5,42962.5,40437.08333,35940.41667,49192.62778,47864.64048,44171.07775,41118.07751,37382.23012,457.5,5767.5,8292.916667,12789.58333,5310,7835.416667,12332.08333,2525.416667,7022.083333,4496.666667,1327.987308,5021.55003,8074.550276,11810.39766,3693.562722,6746.562968,10482.41035,3053.000246,6788.84763,3735.847384,"57,014","-51,583",-359,"-336,458","-5,892","-40,185","-20,906","10,785","29,534","-306,467","1,869,630","-1,511,015","973,276"
2014-07-03,50700,51000,50200,50900,2679502,0.992063492,49064.16077,47449.94931,1614.211462,1732.342254,63.79928315,63.90201068,49160,48585,43201.66667,40546.25,36037.91667,49761.75186,48153.72234,44391.69816,41279.76218,37494.41079,575,5958.333333,8613.75,13122.08333,5383.333333,8038.75,12547.08333,2655.416667,7163.75,4508.333333,1608.02952,5370.053701,8481.989679,12267.34107,3762.02418,6873.960158,10659.31155,3111.935978,6897.287369,3785.35139,"-8,970","-1,458","-2,831","-81,893",0,"9,421","-82,351","53,886","-41,267","-154,005","673,201","-517,456","-1,027,403"
2014-07-04,51000,51000,49550,50400,2256886,-0.982318271,49269.6745,47668.47158,1601.202916,1706.114386,57.79467681,62.68054391,49740,48782.5,43420.83333,40641.25,36129.58333,49974.50124,48367.65354,44588.69166,41430.50991,37601.51111,957.5,6319.166667,9098.75,13610.41667,5361.666667,8141.25,12652.91667,2779.583333,7291.25,4511.666667,1606.847695,5385.809579,8543.991327,12372.99012,3778.961883,6937.143632,10766.14243,3158.181749,6987.180546,3828.998798,"-43,759","2,345","-1,060","-3,298","-4,854","7,250","-30,273","26,853","47,612","-1,529","-126,069","127,325","-296,947"
2014-07-07,50400,51700,49900,51600,2222399,2.380952381,49628.18611,47959.69591,1668.490205,1698.58955,58.42696629,61.82982838,50350,49057.5,43664.16667,40747.5,36225.83333,50516.33416,48675.49606,44818.57062,41598.60066,37717.68114,1292.5,6685.833333,9602.5,14124.16667,5393.333333,8310,12831.66667,2916.666667,7438.333333,4521.666667,1840.838096,5697.763537,8917.733503,12798.65301,3856.925441,7076.895406,10957.81492,3219.969965,7100.889476,3880.919511,"64,313","-19,096","4,238","86,267","-6,085","-16,291","-47,100","-12,524","-15,846","56,972","384,379","-415,945","10,538"
2014-07-08,51300,52000,51100,51900,2207233,0.581395349,49977.69594,48251.57029,1726.125656,1704.096771,60.90225564,61.64431383,51040,49285,43916.66667,40859.16667,36323.54167,50977.55611,48982.59168,45050.74863,41768.87172,37835.37674,1755,7123.333333,10180.83333,14716.45833,5368.333333,8425.833333,12961.45833,3057.5,7593.125,4535.625,1994.964431,5926.807472,9208.684387,13142.17937,3931.843042,7213.719956,11147.21494,3281.876914,7215.371896,3933.494982,"-52,640","-29,244","-6,728","-33,439","1,850",-362,"-58,272","-74,726","-58,972","-283,289","353,162","-33,374","114,342"
2014-07-09,51500,51500,49600,49750,4902932,-4.142581888,49942.6658,48362.56508,1580.100718,1679.29756,46.54545455,58.62454198,50910,49422.5,44118.33333,40955.83333,36412.29167,50568.37074,49055.67818,45204.82245,41900.79119,37934.25328,1487.5,6791.666667,9954.166667,14497.70833,5304.166667,8466.666667,13010.20833,3162.5,7706.041667,4543.541667,1512.692555,5363.548288,8667.579542,12634.11746,3850.855734,7154.886987,11121.4249,3304.031254,7270.56917,3966.537916,"14,830","63,031","-31,995","273,763",-274,"19,019","-116,106","-4,352","-16,921","137,964","-1,513,005","1,307,797","-267,168"
2014-07-10,49750,50300,49300,49300,2652157,-0.904522613,49843.79414,48432.0047,1411.789433,1625.795935,49.6124031,56.8221142,50590,49517.5,44311.66667,41046.66667,36498.54167,50145.58049,49078.94693,45339.09057,42023.09217,38028.57483,1072.5,6278.333333,9543.333333,14091.45833,5205.833333,8470.833333,13018.95833,3265,7813.125,4548.125,1066.633565,4806.489926,8122.488325,12117.00566,3739.856362,7055.85476,11050.3721,3315.998398,7310.515737,3994.517339,"-33,407","-9,741","-17,635","-103,989","1,506","-9,443","-118,369","-150,080","-115,077","-546,494","220,832","335,089","818,942"
2014-07-11,48950,49250,48350,48950,2438265,-0.709939148,49706.28735,48470.37472,1235.912621,1547.819272,50.19607843,55.49690705,50300,49612.5,44510,41149.16667,36580.83333,49747.05366,49066.66627,45457.48104,42137.58651,38119.20906,687.5,5790,9150.833333,13719.16667,5102.5,8463.333333,13031.66667,3360.833333,7929.166667,4568.333333,680.3873938,4289.572623,7609.46715,11627.8446,3609.185229,6929.079756,10947.45721,3319.894527,7338.271976,4018.377449,"-45,644","-24,772","1,671","-21,088",719,"-26,621","-77,206","-20,780","-25,661","-214,610","131,997","107,788","-191,984"
2014-07-14,49250,50200,49100,49350,2127881,0.817160368,49651.47391,48535.53215,1115.941755,1461.443769,45.95744681,53.589015,49850,49662.5,44717.5,41255.83333,36668.125,49614.70244,49093.65043,45585.10461,42256.79996,38212.41065,187.5,5132.5,8594.166667,13181.875,4945,8406.666667,12994.375,3461.666667,8049.375,4587.708333,521.0520085,4029.59783,7357.902483,11402.29179,3508.545821,6836.850475,10881.23979,3328.304654,7372.693964,4044.389311,"-134,711","9,121","4,432","41,887","4,199","5,044","-33,304","-14,823","5,603","-121,673","84,450","26,985","-433,218"
