날짜,시가,고가,저가,종가,"MA_종가,단순,5","MA_종가,단순,20","MA_종가,단순,60","MA_종가,단순,120","MA_종가,단순,240",프로그램순매수(종목),누적,
2023-03-08,559000 ,569000 ,551000 ,562000 ,549600 ,531750 ,497842 ,513804 ,469181 ,-29510 ,6093000 ,
2023-03-07,548000 ,570000 ,543000 ,566000 ,541800 ,530750 ,497325 ,513263 ,468448 ,144340 ,6122510 ,
2023-03-06,545000 ,547000 ,533000 ,547000 ,530200 ,528700 ,497275 ,512600 ,467681 ,-2554 ,5978170 ,
2023-03-03,539000 ,542000 ,533000 ,538000 ,523000 ,528100 ,497475 ,512108 ,466969 ,-46345 ,5980724 ,
2023-03-02,520000 ,542000 ,516000 ,535000 ,516800 ,527850 ,497875 ,511654 ,466242 ,43709 ,6027069 ,
2023-02-28,516000 ,532000 ,515000 ,523000 ,511400 ,527200 ,498692 ,511221 ,465510 ,24270 ,5983360 ,
2023-02-27,507000 ,512000 ,499000 ,508000 ,510800 ,527100 ,499725 ,510879 ,464846 ,-2708 ,5959090 ,
2023-02-24,508000 ,522000 ,507000 ,511000 ,512400 ,527200 ,501042 ,510504 ,464358 ,11048 ,5961798 ,
2023-02-23,511000 ,515000 ,504000 ,507000 ,516800 ,526950 ,501975 ,510100 ,463969 ,-13660 ,5950750 ,
2023-02-22,507000 ,516000 ,504000 ,508000 ,525200 ,527450 ,502892 ,509754 ,463567 ,-38036 ,5964410 ,
2023-02-21,517000 ,522000 ,511000 ,520000 ,529000 ,526250 ,503942 ,509350 ,463175 ,-19892 ,6002446 ,
2023-02-20,534000 ,534000 ,511000 ,516000 ,530000 ,523725 ,504742 ,508896 ,462794 ,-82295 ,6022338 ,
2023-02-17,540000 ,548000 ,529000 ,533000 ,531200 ,520725 ,505492 ,508421 ,462465 ,-38677 ,6104633 ,
2023-02-16,534000 ,549000 ,531000 ,549000 ,533000 ,516975 ,506125 ,507738 ,462052 ,80151 ,6143310 ,
2023-02-15,531000 ,543000 ,526000 ,527000 ,533200 ,512425 ,506525 ,506871 ,461481 ,36018 ,6063159 ,
2023-02-14,526000 ,532000 ,520000 ,525000 ,537000 ,510100 ,507708 ,506167 ,461035 ,4069 ,6027141 ,
2023-02-13,536000 ,537000 ,522000 ,522000 ,540400 ,507750 ,508908 ,505517 ,460583 ,-3903 ,6023072 ,
2023-02-10,547000 ,548000 ,535000 ,542000 ,541000 ,505550 ,510208 ,504933 ,460250 ,-6510 ,6026975 ,
2023-02-09,544000 ,550000 ,540000 ,550000 ,539600 ,502175 ,511108 ,504196 ,459825 ,15314 ,6033485 ,
2023-02-08,545000 ,549000 ,542000 ,546000 ,536200 ,498350 ,512008 ,503450 ,459421 ,-14427 ,6018171 ,
2023-02-07,520000 ,544000 ,520000 ,542000 ,531400 ,494250 ,513308 ,502738 ,459040 ,13908 ,6032598 ,
2023-02-06,530000 ,533000 ,521000 ,525000 ,527200 ,489350 ,514358 ,502154 ,458675 ,-7695 ,6018690 ,
2023-02-03,533000 ,541000 ,530000 ,535000 ,524200 ,484775 ,515592 ,501596 ,458385 ,10042 ,6026385 ,
2023-02-02,529000 ,534000 ,522000 ,533000 ,518400 ,480175 ,516475 ,500950 ,458038 ,30074 ,6016343 ,
2023-02-01,527000 ,531000 ,518000 ,522000 ,515200 ,475550 ,517375 ,500233 ,457746 ,-21825 ,5986269 ,
2023-01-31,504000 ,528000 ,501000 ,521000 ,507600 ,471750 ,518542 ,499600 ,457579 ,-47327 ,6008094 ,
2023-01-30,498500 ,515000 ,490000 ,510000 ,497300 ,467475 ,519675 ,498950 ,457385 ,107783 ,6055421 ,
2023-01-27,525000 ,526000 ,504000 ,506000 ,486500 ,463800 ,520658 ,498342 ,457390 ,10084 ,5947638 ,
2023-01-26,485500 ,520000 ,476500 ,517000 ,476900 ,461350 ,521608 ,497600 ,457540 ,92716 ,5937554 ,
2023-01-25,470000 ,484000 ,470000 ,484000 ,465100 ,458375 ,521792 ,496788 ,457669 ,53672 ,5844838 ,
2023-01-20,456500 ,471500 ,450500 ,469500 ,464400 ,456950 ,522592 ,496271 ,457752 ,24328 ,5791166 ,
2023-01-19,458000 ,463000 ,448000 ,456000 ,466100 ,457050 ,523767 ,495821 ,457783 ,56867 ,5766838 ,
2023-01-18,464000 ,467000 ,454500 ,458000 ,470500 ,458100 ,524983 ,495300 ,457758 ,43401 ,5709971 ,
2023-01-17,478500 ,479000 ,454500 ,458000 ,473800 ,459575 ,525867 ,494767 ,457954 ,-8706 ,5666570 ,
2023-01-16,478500 ,480500 ,475500 ,480500 ,476900 ,460775 ,526717 ,494208 ,,22516 ,5675276 ,
2023-01-13,479500 ,482000 ,475500 ,478000 ,473600 ,461025 ,527025 ,493388 ,,15956 ,5652760 ,
2023-01-12,481000 ,482000 ,472000 ,478000 ,466800 ,461425 ,527308 ,492658 ,,4470 ,5636804 ,
2023-01-11,474000 ,478500 ,469000 ,474500 ,457900 ,462450 ,527633 ,491875 ,,-3967 ,5632334 ,
2023-01-10,473500 ,484000 ,467000 ,473500 ,451600 ,463550 ,527875 ,491113 ,,-1484 ,5636301 ,
2023-01-09,449500 ,465000 ,448500 ,464000 ,445000 ,464975 ,528175 ,490442 ,,11274 ,5637785 ,
2023-01-06,429500 ,444000 ,423000 ,444000 ,441400 ,467525 ,528492 ,489908 ,,29782 ,5626511 ,
2023-01-05,447000 ,450000 ,433000 ,433500 ,439700 ,471875 ,529042 ,489538 ,,7135 ,5596729 ,
2023-01-04,433000 ,445000 ,421000 ,443000 ,440300 ,478350 ,529867 ,489258 ,,-49504 ,5589594 ,
2023-01-03,446000 ,449500 ,435000 ,440500 ,443100 ,484150 ,530775 ,488908 ,,-44544 ,5639098 ,
2023-01-02,442000 ,455000 ,441500 ,446000 ,446500 ,490225 ,531475 ,488529 ,,7672 ,5683642 ,
2022-12-29,435500 ,442500 ,432500 ,435500 ,448400 ,497125 ,532008 ,488046 ,,-5010 ,5675970 ,
2022-12-28,450500 ,450500 ,432500 ,436500 ,455600 ,504600 ,532567 ,487529 ,,2065 ,5680980 ,
2022-12-27,457500 ,460000 ,449500 ,457000 ,463700 ,512125 ,532700 ,486979 ,,-38561 ,5678915 ,
2022-12-26,454000 ,459500 ,454000 ,457500 ,469800 ,517625 ,532192 ,486183 ,,20454 ,5717476 ,
2022-12-23,464000 ,465500 ,455000 ,455500 ,474700 ,522850 ,531900 ,485338 ,,44840 ,5697022 ,
2022-12-22,479500 ,481000 ,466500 ,471500 ,480700 ,528625 ,531533 ,484513 ,,29524 ,5652182 ,
2022-12-21,489500 ,493000 ,475000 ,477000 ,483600 ,533450 ,531075 ,483675 ,,-43701 ,5622658 ,
2022-12-20,478500 ,497500 ,477000 ,487500 ,487900 ,537650 ,530567 ,482963 ,,-11677 ,5666359 ,
2022-12-19,482500 ,483000 ,473000 ,482000 ,489700 ,541825 ,530117 ,482321 ,,-29 ,5678036 ,
2022-12-16,476500 ,489500 ,476500 ,485500 ,493700 ,546375 ,530225 ,481738 ,,38104 ,5678065 ,
2022-12-15,499000 ,502000 ,483000 ,486000 ,499600 ,552000 ,530125 ,481067 ,,22441 ,5639961 ,
2022-12-14,492500 ,502000 ,488000 ,498500 ,508600 ,557550 ,530083 ,480350 ,,-39557 ,5617520 ,
2022-12-13,506000 ,506000 ,489000 ,496500 ,521500 ,562625 ,529733 ,479538 ,,-21808 ,5657077 ,
2022-12-12,506000 ,514000 ,501000 ,502000 ,534000 ,567600 ,529892 ,478842 ,,126036 ,5678885 ,
2022-12-09,533000 ,534000 ,507000 ,515000 ,546000 ,572700 ,530042 ,478088 ,,96105 ,5552849 ,
2022-12-08,564000 ,567000 ,525000 ,531000 ,559800 ,578150 ,529767 ,477342 ,,-83109 ,5456744 ,
2022-12-07,558000 ,565000 ,553000 ,563000 ,570600 ,581850 ,529200 ,476475 ,,64565 ,5539853 ,
2022-12-06,555000 ,568000 ,553000 ,559000 ,575400 ,583650 ,527925 ,475283 ,,67184 ,5475288 ,
2022-12-05,582000 ,582000 ,562000 ,562000 ,577000 ,585100 ,526742 ,474179 ,,18144 ,5408104 ,
2022-12-02,585000 ,590000 ,578000 ,584000 ,577000 ,586350 ,525433 ,472954 ,,85952 ,5389960 ,
2022-12-01,589000 ,591000 ,579000 ,585000 ,574400 ,586750 ,523750 ,471629 ,,23691 ,5304008 ,
2022-11-30,563000 ,587000 ,556000 ,587000 ,571000 ,586950 ,522033 ,470275 ,,173328 ,5280317 ,
2022-11-29,562000 ,568000 ,558000 ,567000 ,565800 ,586050 ,519967 ,468929 ,,32517 ,5106989 ,
2022-11-28,573000 ,584000 ,554000 ,562000 ,566600 ,585850 ,518225 ,467804 ,,8663 ,5074472 ,
2022-11-25,568000 ,577000 ,566000 ,571000 ,568800 ,584150 ,516617 ,466767 ,,35809 ,5065809 ,
2022-11-24,568000 ,574000 ,565000 ,568000 ,574200 ,582200 ,514758 ,465679 ,,34986 ,5030000 ,
2022-11-23,574000 ,576000 ,557000 ,561000 ,580000 ,580800 ,513050 ,464646 ,,49622 ,4995014 ,
2022-11-22,569000 ,578000 ,558000 ,571000 ,587800 ,579200 ,511350 ,463633 ,,34293 ,4945392 ,
2022-11-21,600000 ,600000 ,571000 ,573000 ,592800 ,576200 ,509350 ,462463 ,,57705 ,4911099 ,
2022-11-18,600000 ,613000 ,597000 ,598000 ,599000 ,573000 ,507217 ,461275 ,,48153 ,4853394 ,
2022-11-17,596000 ,606000 ,593000 ,597000 ,604200 ,568050 ,504625 ,459846 ,,30623 ,4805241 ,
2022-11-16,599000 ,603000 ,585000 ,600000 ,605800 ,562950 ,502125 ,458525 ,,49958 ,4774618 ,
2022-11-15,604000 ,610000 ,586000 ,596000 ,605600 ,557825 ,499658 ,457175 ,,84702 ,4724660 ,
2022-11-14,618000 ,628000 ,602000 ,604000 ,604000 ,552475 ,497283 ,455825 ,,-18910 ,4639958 ,
2022-11-11,623000 ,629000 ,613000 ,624000 ,600600 ,546850 ,494892 ,454254 ,,58517 ,4658868 ,
2022-11-10,595000 ,610000 ,593000 ,605000 ,594200 ,539800 ,492167 ,452471 ,,30293 ,4600351 ,
2022-11-09,591000 ,599000 ,581000 ,599000 ,591000 ,533400 ,489950 ,450833 ,,64073 ,4570058 ,
2022-11-08,590000 ,590000 ,570000 ,588000 ,585000 ,527600 ,487600 ,449179 ,,47360 ,4505985 ,
2022-11-07,591000 ,596000 ,581000 ,587000 ,580000 ,523075 ,485425 ,447617 ,,7996 ,4458625 ,
2022-11-04,590000 ,598000 ,583000 ,592000 ,568200 ,517850 ,483092 ,445958 ,,24435 ,4450629 ,
2022-11-03,560000 ,593000 ,557000 ,589000 ,556200 ,512150 ,480658 ,444288 ,,9059 ,4426194 ,
2022-11-02,564000 ,585000 ,560000 ,569000 ,546400 ,506150 ,478225 ,442658 ,,27572 ,4417135 ,
2022-11-01,534000 ,563000 ,533000 ,563000 ,538400 ,499925 ,476025 ,441200 ,,142367 ,4389563 ,
2022-10-31,539000 ,542000 ,516000 ,528000 ,528000 ,493100 ,473592 ,439854 ,,31305 ,4247196 ,
2022-10-28,540000 ,549000 ,530000 ,532000 ,524200 ,488700 ,471783 ,438800 ,,74332 ,4215891 ,
2022-10-27,535000 ,545000 ,532000 ,540000 ,517600 ,483775 ,469950 ,437763 ,,16993 ,4141559 ,
2022-10-26,517000 ,530000 ,514000 ,529000 ,508600 ,478975 ,467875 ,436667 ,,67026 ,4124566 ,
2022-10-25,510000 ,526000 ,509000 ,511000 ,502300 ,474850 ,465617 ,435733 ,,34082 ,4057540 ,
2022-10-24,504000 ,510000 ,500000 ,509000 ,497900 ,472325 ,463667 ,434954 ,,31287 ,4023458 ,
2022-10-21,491000 ,499000 ,489000 ,499000 ,494400 ,471300 ,461700 ,434196 ,,-3126 ,3992171 ,
2022-10-20,499000 ,500000 ,484500 ,495000 ,491200 ,470325 ,459750 ,433567 ,,28429 ,3995297 ,
2022-10-19,491000 ,500000 ,489500 ,497500 ,487600 ,469750 ,458008 ,433050 ,,77224 ,3966868 ,
2022-10-18,497000 ,499500 ,481500 ,489000 ,484700 ,468750 ,456117 ,432542 ,,-260 ,3889644 ,
2022-10-17,479500 ,491500 ,477000 ,491500 ,486400 ,469600 ,454350 ,432108 ,,22525 ,3889904 ,
2022-10-14,487000 ,489500 ,479000 ,483000 ,484600 ,470575 ,452708 ,431650 ,,49289 ,3867379 ,
2022-10-13,484500 ,492500 ,476500 ,477000 ,483600 ,471350 ,451325 ,431254 ,,38507 ,3818090 ,
2022-10-12,497500 ,498000 ,475500 ,483000 ,482000 ,472350 ,450033 ,430888 ,,-26210 ,3779583 ,
2022-10-11,482000 ,497500 ,477500 ,497500 ,474300 ,472525 ,448650 ,430488 ,,152533 ,3805793 ,
2022-10-07,474500 ,486000 ,474000 ,482500 ,460100 ,472050 ,447042 ,430017 ,,65403 ,3653260 ,
2022-10-06,470000 ,487000 ,466500 ,478000 ,451600 ,472100 ,445583 ,429588 ,,18094 ,3587857 ,
2022-10-05,455000 ,470500 ,448500 ,469000 ,442700 ,472350 ,444083 ,429029 ,,26147 ,3569763 ,
2022-10-04,429500 ,446000 ,415000 ,444500 ,437700 ,473000 ,442492 ,428663 ,,2985 ,3543616 ,
2022-09-30,433000 ,438500 ,420000 ,426500 ,438100 ,473925 ,441258 ,428621 ,,-35660 ,3540631 ,
2022-09-29,440500 ,448000 ,436500 ,440000 ,444900 ,475725 ,440175 ,428704 ,,14311 ,3576291 ,
2022-09-28,444000 ,451500 ,427000 ,433500 ,454600 ,477000 ,438775 ,428742 ,,-14152 ,3561980 ,
2022-09-27,447500 ,451000 ,435000 ,444000 ,463800 ,478300 ,437492 ,428871 ,,-49262 ,3576132 ,
2022-09-26,453000 ,458000 ,440000 ,446500 ,471700 ,479375 ,436275 ,428825 ,,40059 ,3625394 ,
2022-09-23,489000 ,489500 ,460000 ,460500 ,477900 ,480000 ,435358 ,428671 ,,-30742 ,3585335 ,
2022-09-22,475500 ,492000 ,473500 ,488500 ,487000 ,479525 ,434525 ,428517 ,,-62 ,3616077 ,
2022-09-21,481500 ,487500 ,476500 ,479500 ,491500 ,477350 ,433250 ,428117 ,,-32723 ,3616139 ,
2022-09-20,484000 ,491000 ,475500 ,483500 ,495300 ,475500 ,432008 ,427796 ,,39483 ,3648862 ,
2022-09-19,507000 ,507000 ,475000 ,477500 ,498000 ,473675 ,430617 ,427404 ,,29692 ,3609379 ,
2022-09-16,512000 ,516000 ,501000 ,506000 ,499800 ,472400 ,429342 ,427083 ,,-27987 ,3579687 ,
2022-09-15,499500 ,513000 ,497500 ,511000 ,496200 ,469775 ,427792 ,426267 ,,76941 ,3607674 ,
2022-09-14,487000 ,500000 ,486500 ,498500 ,490700 ,467250 ,426133 ,425400 ,,33770 ,3530733 ,
2022-09-13,492000 ,500000 ,485500 ,497000 ,487600 ,465350 ,424917 ,424558 ,,117056 ,3496963 ,
2022-09-08,492500 ,494000 ,486000 ,486500 ,484600 ,464100 ,423750 ,423633 ,,6923 ,3379907 ,
2022-09-07,481500 ,490500 ,481000 ,488000 ,479900 ,462675 ,422642 ,422763 ,,20294 ,3372984 ,
2022-09-06,483000 ,486000 ,475000 ,483500 ,474800 ,461150 ,421617 ,421829 ,,10835 ,3352690 ,
2022-09-05,481500 ,492000 ,480500 ,483000 ,471200 ,459325 ,420475 ,420829 ,,-11236 ,3341855 ,
2022-09-02,467500 ,487000 ,466500 ,482000 ,466500 ,457475 ,419508 ,419800 ,,155755 ,3353091 ,
2022-09-01,455500 ,469000 ,455000 ,463000 ,463200 ,455525 ,418517 ,418813 ,,25143 ,3197336 ,
2022-08-31,462500 ,466000 ,455000 ,462500 ,462400 ,454225 ,417892 ,418213 ,,-2139 ,3172193 ,
2022-08-30,470500 ,478000 ,463500 ,465500 ,460100 ,451950 ,417383 ,417838 ,,51490 ,3174332 ,
2022-08-29,451000 ,465000 ,447500 ,459500 ,456000 ,449650 ,416917 ,417379 ,,80966 ,3122842 ,
2022-08-26,461000 ,467000 ,460500 ,465500 ,452600 ,447775 ,416600 ,417000 ,,70583 ,3041876 ,
2022-08-25,452500 ,459000 ,449000 ,459000 ,448900 ,445275 ,416242 ,416692 ,,39185 ,2971293 ,
2022-08-24,449500 ,454000 ,441500 ,451000 ,447500 ,442000 ,415917 ,416508 ,,27484 ,2932108 ,
2022-08-23,441500 ,449000 ,439500 ,445000 ,448000 ,439150 ,415575 ,416367 ,,32008 ,2904624 ,
2022-08-22,441500 ,447500 ,438500 ,442500 ,451100 ,436450 ,415333 ,416092 ,,53434 ,2872616 ,
2022-08-19,452500 ,455000 ,445500 ,447000 ,454700 ,433425 ,415067 ,415904 ,,75360 ,2819182 ,
2022-08-18,450000 ,455000 ,445000 ,452000 ,459700 ,430600 ,414925 ,415650 ,,54615 ,2743822 ,
2022-08-17,461000 ,461500 ,450000 ,453500 ,460900 ,427200 ,414692 ,415567 ,,63412 ,2689207 ,
2022-08-16,464500 ,469500 ,458500 ,460500 ,461700 ,423675 ,414367 ,415454 ,,39504 ,2625795 ,
2022-08-12,469000 ,473000 ,455500 ,460500 ,459000 ,420300 ,413617 ,415392 ,,35190 ,2586291 ,
2022-08-11,462000 ,474000 ,461000 ,472000 ,456100 ,417275 ,412775 ,415342 ,,199676 ,2551101 ,
2022-08-10,455500 ,459500 ,452500 ,458000 ,450300 ,413650 ,411717 ,415196 ,,34125 ,2351425 ,
2022-08-09,448000 ,458500 ,444000 ,457500 ,446100 ,410750 ,410758 ,415175 ,,100611 ,2317300 ,
2022-08-08,443000 ,448500 ,440500 ,447000 ,438000 ,407925 ,409808 ,415125 ,,19980 ,2216689 ,
2022-08-05,443500 ,449000 ,440500 ,446000 ,432500 ,405325 ,408825 ,415258 ,,23230 ,2196709 ,
2022-08-04,444500 ,446500 ,438500 ,443000 ,427700 ,402425 ,407917 ,415558 ,,98824 ,2173479 ,
2022-08-03,416000 ,437000 ,415500 ,437000 ,422200 ,398950 ,407092 ,415821 ,,104258 ,2074655 ,
2022-08-02,420000 ,424000 ,413000 ,417000 ,413500 ,395625 ,406375 ,416438 ,,20845 ,1970397 ,
2022-08-01,420000 ,428000 ,416500 ,419500 ,408900 ,392850 ,406117 ,417479 ,,26144 ,1949552 ,
2022-07-29,416000 ,423000 ,411000 ,422000 ,403200 ,389675 ,405817 ,418550 ,,13792 ,1923408 ,
2022-07-28,396000 ,419000 ,393500 ,415500 ,395200 ,386400 ,405575 ,419233 ,,454744 ,1909616 ,
2022-07-27,383000 ,397000 ,382500 ,393500 ,390200 ,384175 ,405458 ,419746 ,,199053 ,1454872 ,
2022-07-26,388000 ,409500 ,386500 ,394000 ,388300 ,384075 ,405850 ,420217 ,,96026 ,1255819 ,
2022-07-25,376000 ,393500 ,371000 ,391000 ,386100 ,384900 ,406242 ,421142 ,,115007 ,1159793 ,
2022-07-22,391500 ,392500 ,382000 ,382000 ,386500 ,385950 ,406692 ,,,-39783 ,1044786 ,
2022-07-21,385000 ,390500 ,384500 ,390500 ,390100 ,387100 ,407383 ,,,64185 ,1084569 ,
2022-07-20,387000 ,389500 ,383500 ,384000 ,391900 ,387575 ,408092 ,,,-10247 ,1020384 ,
2022-07-19,391500 ,393500 ,382500 ,383000 ,395100 ,388425 ,408967 ,,,-26782 ,1030631 ,
2022-07-18,400000 ,400500 ,387000 ,393000 ,398700 ,389925 ,409867 ,,,9128 ,1057413 ,
2022-07-15,401500 ,402000 ,394000 ,400000 ,399100 ,390850 ,410592 ,,,36031 ,1048285 ,
2022-07-14,400000 ,404000 ,399000 ,399500 ,396700 ,392125 ,411183 ,,,52937 ,1012254 ,
2022-07-13,398500 ,404000 ,392000 ,400000 ,391500 ,393500 ,411742 ,,,51211 ,959317 ,
2022-07-12,393000 ,403000 ,387500 ,401000 ,385600 ,394500 ,412325 ,,,90485 ,908106 ,
2022-07-11,389000 ,402000 ,380500 ,395000 ,377700 ,395775 ,412992 ,,,47432 ,817621 ,
2022-07-08,375000 ,392500 ,375000 ,388000 ,369900 ,396775 ,413592 ,,,12482 ,770189 ,
2022-07-07,374500 ,375000 ,367500 ,373500 ,363600 ,398625 ,413975 ,,,16369 ,757707 ,
2022-07-06,367500 ,374500 ,364000 ,370500 ,363100 ,401075 ,414833 ,,,-3554 ,741338 ,
2022-07-05,356500 ,362500 ,356000 ,361500 ,367300 ,403825 ,415983 ,,,-22286 ,744892 ,
2022-07-04,356500 ,361000 ,352000 ,356000 ,377100 ,407350 ,417233 ,,,8151 ,767178 ,
2022-07-01,371000 ,371500 ,356000 ,356500 ,388300 ,411425 ,418708 ,,,-62183 ,759027 ,
2022-06-30,388500 ,389000 ,370500 ,371000 ,398000 ,415625 ,420250 ,,,-62789 ,821210 ,
2022-06-29,402000 ,403500 ,391500 ,391500 ,403800 ,419275 ,421375 ,,,-103874 ,883999 ,
2022-06-28,412000 ,415000 ,406500 ,410500 ,405700 ,421675 ,421983 ,,,8862 ,987873 ,
2022-06-27,408500 ,414500 ,403500 ,412000 ,406200 ,422675 ,422508 ,,,26204 ,979011 ,
2022-06-24,399000 ,405000 ,398000 ,405000 ,406100 ,423600 ,422983 ,,,-35918 ,952807 ,
2022-06-23,401000 ,404500 ,391000 ,400000 ,410200 ,424675 ,423583 ,,,-28254 ,988725 ,
2022-06-22,415000 ,416500 ,401000 ,401000 ,415600 ,426600 ,424192 ,,,-43727 ,1016979 ,
2022-06-21,414500 ,416500 ,406000 ,413000 ,419400 ,428450 ,424825 ,,,-34890 ,1060706 ,
2022-06-20,426500 ,427000 ,408500 ,411500 ,422100 ,429500 ,424742 ,,,-86368 ,1095596 ,
2022-06-17,419500 ,430000 ,417000 ,425500 ,422800 ,429700 ,424667 ,,,60589 ,1181964 ,
2022-06-16,424500 ,439500 ,424500 ,427000 ,422700 ,428925 ,424200 ,,,64072 ,1121375 ,
2022-06-15,426000 ,427500 ,417000 ,420000 ,421800 ,428000 ,423517 ,,,-10226 ,1057303 ,
2022-06-14,411000 ,432500 ,410500 ,426500 ,422900 ,427025 ,422883 ,,,51133 ,1067529 ,
2022-06-13,414000 ,420500 ,413500 ,415000 ,424000 ,425725 ,422042 ,,,22448 ,1016396 ,
2022-06-10,418000 ,426000 ,412500 ,425000 ,428500 ,424375 ,421183 ,,,-8191 ,993948 ,
2022-06-09,426000 ,426000 ,419000 ,422500 ,431600 ,422700 ,420092 ,,,2148 ,1002139 ,
2022-06-08,432500 ,434500 ,422500 ,425500 ,435900 ,421250 ,419108 ,,,13967 ,999991 ,
2022-06-07,436500 ,439500 ,432000 ,432000 ,438700 ,419675 ,418533 ,,,34710 ,986024 ,
2022-06-03,443500 ,444000 ,437500 ,437500 ,438400 ,418150 ,418292 ,,,-12648 ,951314 ,
2022-06-02,440500 ,442000 ,438000 ,440500 ,437000 ,416350 ,417842 ,,,31047 ,963962 ,
2022-05-31,441500 ,444000 ,436000 ,444000 ,434200 ,414700 ,417400 ,,,103031 ,932915 ,
2022-05-30,434500 ,440000 ,432000 ,439500 ,433100 ,412925 ,417142 ,,,95940 ,829884 ,
2022-05-27,434500 ,437000 ,427500 ,430500 ,432800 ,411800 ,417100 ,,,-1021 ,733944 ,
2022-05-26,426500 ,432500 ,424500 ,430500 ,433500 ,411150 ,417158 ,,,40520 ,734965 ,
2022-05-25,439000 ,439000 ,422000 ,426500 ,430500 ,410525 ,416850 ,,,-49356 ,694445 ,
2022-05-24,438500 ,444000 ,436500 ,438500 ,427200 ,410375 ,416742 ,,,118842 ,743801 ,
2022-05-23,438500 ,444000 ,432500 ,438000 ,421200 ,410100 ,416375 ,,,101447 ,624959 ,
2022-05-20,421000 ,439000 ,418000 ,434000 ,413700 ,410025 ,416442 ,,,252087 ,523512 ,
2022-05-19,398500 ,417000 ,398500 ,415500 ,407000 ,410175 ,416542 ,,,47031 ,271425 ,
2022-05-18,410000 ,413000 ,407500 ,410000 ,401500 ,411225 ,417167 ,,,19718 ,224394 ,
2022-05-17,400500 ,411000 ,399000 ,408500 ,397800 ,412500 ,417908 ,,,8212 ,204676 ,
2022-05-16,407000 ,407500 ,397000 ,400500 ,394800 ,413725 ,418675 ,,,12246 ,196464 ,
2022-05-13,390500 ,401500 ,390500 ,400500 ,393500 ,415450 ,419592 ,,,32156 ,184218 ,
2022-05-12,390000 ,395500 ,386000 ,388000 ,393700 ,417475 ,420442 ,,,-14783 ,152062 ,
2022-05-11,394000 ,398000 ,391500 ,391500 ,396400 ,419625 ,421692 ,,,26985 ,166845 ,
2022-05-10,387500 ,398500 ,382000 ,393500 ,399600 ,420600 ,423200 ,,,69176 ,139860 ,
2022-05-09,397000 ,400000 ,390000 ,394000 ,402600 ,422175 ,424550 ,,,-18989 ,70684 ,
2022-05-06,395000 ,401500 ,390000 ,401500 ,407200 ,424450 ,426500 ,,,-57581 ,89673 ,
2022-05-04,409500 ,410500 ,399500 ,401500 ,410400 ,426200 ,428842 ,,,22361 ,147254 ,
2022-05-03,409500 ,415000 ,406500 ,407500 ,413700 ,428350 ,431283 ,,,7666 ,124893 ,
2022-05-02,412500 ,414500 ,407000 ,408500 ,416900 ,430425 ,432892 ,,,-23868 ,117227 ,
2022-04-29,418000 ,426000 ,414000 ,417000 ,421800 ,431925 ,434033 ,,,80201 ,141095 ,
2022-04-28,420500 ,421000 ,412500 ,417500 ,425700 ,432475 ,434583 ,,,51440 ,60894 ,
2022-04-27,399500 ,427000 ,397000 ,418000 ,429600 ,433700 ,436042 ,,,90608 ,9454 ,
2022-04-26,432000 ,432000 ,414500 ,423500 ,433300 ,434825 ,,,,-69279 ,-81154 ,
2022-04-25,430000 ,436000 ,428500 ,433000 ,435700 ,435700 ,,,,64869 ,-11875 ,
2022-04-22,434000 ,437500 ,428500 ,436500 ,435700 ,435875 ,,,,27837 ,-76744 ,
2022-04-21,437500 ,440000 ,434500 ,437000 ,435400 ,436000 ,,,,15040 ,-104581 ,
2022-04-20,437500 ,438000 ,432000 ,436500 ,436200 ,434550 ,,,,-25478 ,-119621 ,
2022-04-19,438000 ,441500 ,434000 ,435500 ,435100 ,433075 ,,,,-1157 ,-94143 ,
2022-04-18,434000 ,439500 ,432500 ,433000 ,430200 ,431175 ,,,,-3760 ,-92986 ,
2022-04-15,435500 ,445000 ,431500 ,435000 ,428600 ,428825 ,,,,2745 ,-89226 ,
2022-04-14,434000 ,441000 ,427500 ,441000 ,429500 ,426175 ,,,,22737 ,-91971 ,
2022-04-13,414000 ,431500 ,404000 ,431000 ,428600 ,422925 ,,,,-28286 ,-114708 ,
2022-04-12,417000 ,421500 ,410000 ,411000 ,431300 ,419550 ,,,,-39971 ,-86422 ,
2022-04-11,435000 ,435500 ,423500 ,425000 ,438900 ,416975 ,,,,-41741 ,-46451 ,
2022-04-08,449000 ,449000 ,437500 ,439500 ,441600 ,413900 ,,,,39125 ,-4710 ,
2022-04-07,438000 ,442000 ,431000 ,436500 ,439300 ,411475 ,,,,-20779 ,-43835 ,
2022-04-06,436000 ,448500 ,436000 ,444500 ,440400 ,410525 ,,,,-10522 ,-23056 ,
2022-04-05,442500 ,450000 ,437000 ,449000 ,439600 ,408825 ,,,,49570 ,-12534 ,
2022-04-04,422000 ,440500 ,417500 ,438500 ,438000 ,407075 ,,,,-5123 ,-62104 ,
2022-04-01,438500 ,439500 ,425000 ,428000 ,437600 ,406575 ,,,,-23691 ,-56981 ,
2022-03-31,437000 ,444000 ,435000 ,442000 ,439800 ,407025 ,,,,16672 ,-33290 ,
2022-03-30,444500 ,445000 ,427000 ,440500 ,433000 ,406625 ,,,,-36562 ,-49962 ,
2022-03-29,443000 ,448500 ,440500 ,441000 ,426300 ,405200 ,,,,19431 ,-13400 ,
2022-03-28,439000 ,443000 ,430000 ,436500 ,417600 ,404150 ,,,,23202 ,-32831 ,
