날짜,시가,고가,저가,종가,"MA_종가,단순,5","MA_종가,단순,20","MA_종가,단순,60","MA_종가,단순,120","MA_종가,단순,240",프로그램순매수(종목),누적
2022-11-30,60400,62200,60200,62200,61060,61220,57917,58901,65267,4082380,-467620316
2022-11-29,59900,60600,59800,60600,60820,61090,57853,58927,65334,239448,-471702696
2022-11-28,60500,60500,59800,60100,60820,61060,57838,58968,65404,-88393,-471942144
2022-11-25,61400,61700,60800,61000,61080,61025,57817,59023,65476,435594,-471853751
2022-11-24,61200,61700,60900,61400,61240,60840,57777,59071,65540,655146,-472289345
2022-11-23,61200,61300,60700,61000,61240,60745,57753,59121,65599,140995,-472944491
2022-11-22,60900,61200,60300,60600,61580,60665,57732,59177,65660,-1048647,-473085486
2022-11-21,61400,61800,60800,61400,61940,60520,57705,59226,65718,-372403,-472036839
2022-11-18,61800,62400,61400,61800,62040,60325,57667,59263,65759,922570,-471664436
2022-11-17,62000,62000,61300,61400,62260,60030,57637,59302,65803,-1116982,-472587006
2022-11-16,62400,62700,61700,62700,62060,59735,57628,59344,65848,1242529,-471470024
2022-11-15,62200,62500,61600,62400,61920,59390,57608,59388,65894,508339,-472712553
2022-11-14,62900,62900,61700,61900,61800,59095,57575,59434,65946,-464532,-473220892
2022-11-11,63100,63200,62300,62900,61460,58830,57560,59481,66002,3828282,-472756360
2022-11-10,61400,61500,60400,60400,60760,58500,57515,59524,66052,-2522191,-476584642
2022-11-09,62000,62200,61300,62000,60520,58240,57507,59584,66097,-631603,-474062451
2022-11-08,60500,61900,60500,61800,60040,57930,57458,59620,66131,591847,-473430848
2022-11-07,59700,60300,59400,60200,59680,57610,57428,59659,66168,-83236,-474022695
2022-11-04,59100,59500,58400,59400,59520,57410,57438,59698,66214,-580192,-473939459
2022-11-03,58600,59800,58100,59200,59100,57255,57473,59751,66264,-480877,-473359267
2022-11-02,59700,60000,59300,59600,59160,57095,57512,59805,66312,967852,-472878390
2022-11-01,59900,60300,59500,60000,59120,56875,57540,59859,66355,367564,-473846242
2022-10-31,58100,59900,58000,59400,58660,56530,57568,59913,66397,2017057,-474213806
2022-10-28,58900,59200,57200,57300,58280,56190,57600,59984,66443,-2289802,-476230863
2022-10-27,59700,60100,58900,59500,58000,55970,57668,60069,66499,-78306,-473941061
2022-10-26,58000,59600,57700,59400,57200,55705,57708,60134,66543,4566913,-473862755
2022-10-25,57000,58600,57000,57700,56480,55430,57748,60201,66590,-550495,-478429668
2022-10-24,57000,57500,56700,57500,56240,55270,57815,60260,66643,1329731,-477879173
2022-10-21,55100,56300,55100,55900,56060,55115,57875,60323,66701,1059143,-479208904
2022-10-20,55200,56000,55100,55500,56140,55085,57965,60408,66760,-1744320,-480268047
2022-10-19,56700,56900,55700,55800,56080,55100,58070,60498,66819,-233525,-478523727
2022-10-18,56700,57100,55800,56500,56080,55130,58148,60591,66881,-2091962,-478290202
2022-10-17,55800,57000,55700,56600,55860,55115,58222,60684,66938,2044787,-476198240
2022-10-14,56200,56500,55800,56300,55780,55085,58310,60774,66998,900489,-478243027
2022-10-13,55400,56100,55200,55200,55780,55110,58372,60866,67056,-1103139,-479143516
2022-10-12,55700,57000,55200,55800,55940,55255,58410,60962,67120,-36242,-478040377
2022-10-11,54400,55700,54000,55400,55820,55245,58447,61052,67180,261747,-478004135
2022-10-07,55900,56900,55200,56200,55360,55275,58492,61153,67242,232136,-478265882
2022-10-06,56700,57300,56300,56300,54640,55320,58535,61257,67302,-521278,-478498018
2022-10-05,56900,57200,55400,56000,53960,55360,58575,61346,67360,-493968,-477976740
2022-10-04,55300,55400,54500,55200,53600,55435,58612,61445,67418,3211286,-477482772
2022-09-30,52300,53600,51800,53100,53340,55595,58632,61550,67478,3125197,-480694058
2022-09-29,53300,53700,52600,52600,53620,55925,58700,61674,67543,-284583,-483819255
2022-09-28,53900,54400,52500,52900,53980,56235,58775,61807,67611,-1542298,-483534672
2022-09-27,53800,54200,53500,54200,54460,56520,58830,61943,67689,-1385128,-481992374
2022-09-26,53700,54200,53600,53900,54780,56810,58877,62068,67761,-2865343,-480607246
2022-09-23,54400,54900,54200,54500,55280,57100,58945,62195,67834,312944,-477741903
2022-09-22,54600,54700,54300,54400,55620,57325,59027,62321,67908,-1231367,-478054847
2022-09-21,55400,55500,55000,55300,55940,57560,59100,62450,67986,-613158,-476823480
2022-09-20,56400,57000,55800,55800,56240,57795,59152,62574,68064,-702692,-476210322
2022-09-19,56300,57000,56000,56400,56700,58050,59178,62690,68140,1321515,-475507630
2022-09-16,55600,56400,55500,56200,56540,58305,59198,62802,68223,-1319169,-476829145
2022-09-15,57000,57100,56000,56000,56500,58515,59237,62915,68313,-1433528,-475509976
2022-09-14,56200,57200,56100,56800,56720,58765,59282,63036,68402,9282,-474076448
2022-09-13,57000,58500,56800,58100,56780,58935,59332,63148,68488,1299592,-474085730
2022-09-08,56200,56400,55600,55600,56660,59025,59378,63247,68567,-2900534,-475385322
2022-09-07,56700,56700,55900,56000,57220,59200,59463,63373,68653,-1550715,-472484788
2022-09-06,57200,57600,56900,57100,57960,59400,59562,63499,68740,-177180,-470934073
2022-09-05,57400,57800,56800,57100,58300,59585,59645,63610,68821,-1742789,-470756893
2022-09-02,58300,58600,57500,57500,58600,59805,59757,63713,68901,-2574177,-469014104
2022-09-01,58700,58900,58300,58400,59100,60005,59885,63819,68975,-2175974,-466439927
2022-08-31,58200,59900,58200,59700,59360,60150,60000,63916,69046,3058857,-464263953
2022-08-30,58700,59000,58300,58800,59220,60250,60097,64012,69115,-1628637,-467322810
2022-08-29,58700,58900,58600,58600,59280,60375,60230,64101,69187,-986482,-465694173
2022-08-26,60300,60900,59900,60000,59560,60515,60365,64197,69265,-363603,-464707691
2022-08-25,59200,59700,59000,59700,59740,60610,60488,64293,69334,-171505,-464344088
2022-08-24,59200,59500,59000,59000,60100,60715,60622,64403,69402,-1606178,-464172583
2022-08-23,59000,59600,59000,59100,60380,60850,60747,64508,69476,-1056099,-462566405
2022-08-22,60300,60400,59800,60000,60760,60950,60860,64617,69550,-342684,-461510306
2022-08-19,61400,61600,60600,60900,60800,61015,60967,64716,69610,-729001,-461167622
2022-08-18,60300,61900,60000,61500,60600,61060,61060,64804,69666,2366181,-460438621
2022-08-17,61100,61200,60300,60400,60120,61010,61167,64900,69721,-345241,-462804802
2022-08-16,60500,61600,60300,61000,60040,61035,61293,65008,69785,-555732,-462459561
2022-08-12,59500,60700,59400,60200,60000,61080,61402,65118,69845,726260,-461903829
2022-08-11,59600,60000,59300,59900,60260,61070,61533,65236,69900,495423,-462630089
2022-08-10,58900,59200,58600,59100,60580,60950,61662,65362,69953,-2111485,-463125512
2022-08-09,60600,60700,59600,60000,61020,60895,61782,65493,70012,-492737,-461014027
2022-08-08,61400,61400,60600,60800,61360,60800,61890,65607,70070,356181,-460521290
2022-08-05,61700,61900,61200,61500,61460,60700,61958,65714,70125,1330983,-460877471
2022-08-04,61700,61800,61200,61500,61440,60560,62028,65826,70179,1051004,-462208454
2022-08-03,61600,61600,61000,61300,61520,60395,62098,65942,70244,-563078,-463259458
2022-08-02,61200,61900,61000,61700,61620,60150,62178,66053,70315,1926418,-462696380
2022-08-01,61000,61700,60300,61300,61620,59925,62258,66152,70393,313794,-464622798
2022-07-29,62400,62600,61300,61400,61580,59715,62368,66249,70477,-1623959,-464936592
2022-07-28,62300,62600,61600,61900,61560,59455,62470,66354,70560,695515,-463312633
2022-07-27,61300,61900,61200,61800,61540,59210,62560,66449,70645,-330594,-464008148
2022-07-26,60800,61900,60800,61700,61280,59020,62653,66545,70733,137251,-463677554
2022-07-25,60900,61900,60800,61100,61120,58905,62705,66625,70815,-989013,-463814805
2022-07-22,61800,62200,61200,61300,61280,58790,62770,66727,70890,-342577,-462825792
2022-07-21,61100,61900,60700,61800,61020,58645,62850,66833,70962,3511198,-462483215
2022-07-20,61800,62100,60500,60500,60160,58425,62925,66943,71034,468171,-465994413
2022-07-19,61400,61500,60200,60900,59660,58280,63033,67069,71112,-878398,-466462584
2022-07-18,60600,62000,60500,61900,59100,58160,63147,67199,71185,570459,-465584186
2022-07-15,58400,60000,58100,60000,58480,58000,63238,67319,71255,1679992,-466154645
2022-07-14,57500,58200,57400,57500,58220,57990,63360,67461,71336,2103427,-467834637
2022-07-13,58300,58600,58000,58000,58360,58160,63513,67628,71428,-675926,-469938064
2022-07-12,58600,58700,58100,58100,58040,58295,63657,67788,71514,478026,-469262138
2022-07-11,59300,59600,58700,58800,57860,58485,63813,67953,71601,1564102,-469740164
2022-07-08,58600,59300,58200,58700,57520,58650,63978,68121,71685,455421,-471304266
2022-07-07,56400,58700,56300,58200,57020,58905,64117,68289,71773,1915482,-471759687
2022-07-06,57300,57300,56400,56400,56780,59255,64278,68454,71866,1876800,-473675169
2022-07-05,57600,58200,57200,57200,57100,59700,64468,68637,71963,-1060803,-475551969
2022-07-04,56100,57400,55700,57100,57540,60115,64648,68801,72057,-149859,-474491166
2022-07-01,56900,57500,55900,56200,57880,60600,64838,68970,72151,-1873951,-474341307
2022-06-30,57200,57600,57000,57000,58320,61125,65055,69158,72248,-3716428,-472467356
2022-06-29,58500,58800,58000,58000,58400,61645,65260,69338,72343,-1316116,-468750928
2022-06-28,59200,59500,58700,59400,58320,62130,65445,69507,72438,303237,-467434812
2022-06-27,59000,59900,58300,58800,58140,62485,65615,69668,72529,-791629,-467738049
2022-06-24,57900,59100,57700,58400,58120,62840,65800,69848,72619,34817,-466946420
2022-06-23,57700,58000,56800,57400,58400,63240,65997,70029,72709,-1032323,-466981237
2022-06-22,59000,59100,57600,57600,59100,63695,66202,70222,72803,1288611,-465948914
2022-06-21,58700,59200,58200,58500,59720,64210,66405,70408,72900,-2933177,-467237525
2022-06-20,59800,59900,58100,58700,60400,64685,66593,70582,72993,-1938947,-464304348
2022-06-17,59400,59900,59400,59800,61080,65125,66790,70743,73090,-6376541,-462365401
2022-06-16,61300,61800,60500,60900,61880,65540,66965,70888,73181,-354515,-455988860
2022-06-15,61300,61500,60200,60700,62740,65875,67115,71030,73265,-4320210,-455634345
2022-06-14,61200,62200,61100,61900,63660,66155,67282,71173,73346,409694,-451314135
2022-06-13,62400,62800,62100,62100,64380,66385,67437,71303,73422,-2032430,-451723829
2022-06-10,64000,64400,63800,63800,65320,66525,67575,71428,73496,-4759367,-449691399
2022-06-09,65100,65200,64500,65200,65900,66620,67670,71536,73565,-3528938,-444932032
2022-06-08,65400,65700,65300,65300,66340,66645,67753,71633,73631,-1790810,-441403094
2022-06-07,66200,66400,65400,65500,66820,66685,67832,71741,73700,-5261497,-439612284
2022-06-03,67200,67300,66800,66800,67020,66735,67927,71840,73764,-1575455,-434350787
2022-06-02,66600,67000,66400,66700,66840,66790,67972,71928,73821,906332,-432775332
2022-05-31,67500,67500,66700,67400,66780,66830,68028,72008,73880,1206927,-433681664
2022-05-30,67500,67800,66900,67700,66600,66825,68097,72077,73937,1778740,-434888591
2022-05-27,66700,66900,66200,66500,66640,66810,68183,72144,73993,-929350,-436667331
2022-05-26,66300,67200,65500,65900,66940,66725,68270,72210,74057,-94683,-435737981
2022-05-25,66700,67100,65900,66400,67260,66680,68373,72255,74124,-945129,-435643298
2022-05-24,67500,67700,66500,66500,67600,66665,68465,72304,74190,-499894,-434698169
2022-05-23,68800,68800,67600,67900,67820,66655,68548,72353,74258,-463211,-434198275
2022-05-20,67800,68400,67700,68000,67500,66610,68633,72401,74311,-1729217,-433735064
2022-05-19,66500,67600,66500,67500,67200,66595,68723,72458,74364,13684,-432005847
2022-05-18,68300,68700,67600,68100,66680,66590,68835,72523,74418,363822,-432019531
2022-05-17,66600,67900,66600,67600,66200,66550,68938,72579,74468,271248,-432383353
2022-05-16,67100,67400,66100,66300,65820,66505,69062,72609,74518,-664600,-432654601
2022-05-13,65300,66700,65200,66500,65780,66520,69203,72642,74574,-1158574,-431990001
2022-05-12,65200,65500,64900,64900,65780,66570,69323,72677,74630,-1853573,-430831427
2022-05-11,65500,66300,65200,65700,66380,66760,69470,72730,74692,-253064,-428977854
2022-05-10,65900,66300,65300,65700,66740,66825,69623,72778,74752,-1320248,-428724790
2022-05-09,66300,66900,66100,66100,67060,66935,69785,72818,74809,-1376900,-427404542
2022-05-06,67000,67100,66500,66500,67320,67020,69928,72850,74865,-3796216,-426027642
2022-05-04,68000,68400,67500,67900,66980,67095,70045,72881,74920,-503132,-422231426
2022-05-03,67400,68400,67300,67500,66400,67125,70130,72903,74971,30164,-421728294
2022-05-02,66600,67600,66500,67300,66120,67210,70238,72928,75017,-846258,-421758458
2022-04-29,65100,67600,65000,67400,65920,67310,70338,72953,75070,2299940,-420912200
2022-04-28,65400,65500,64500,64800,65840,67395,70437,72979,75127,-3260943,-423212140
2022-04-27,65400,65500,64900,65000,66420,67635,70545,73026,75204,-2684472,-419951197
2022-04-26,66400,66700,66100,66100,66900,67880,70683,73080,75274,-2161958,-417266725
2022-04-25,66500,66700,66300,66300,67140,68085,70815,73112,75342,-2037239,-415104767
2022-04-22,67200,67300,66700,67000,67220,68255,70962,73141,75410,-347112,-413067528
2022-04-21,67600,68300,67500,67700,67140,68395,71105,73172,75471,436582,-412720416
2022-04-20,67000,67400,66500,67400,67100,68500,71252,73192,75528,856257,-413156998
2022-04-19,67100,68000,67000,67300,67360,68655,71400,73223,75588,-94864,-414013255
2022-04-18,66500,67100,66100,66700,67300,68805,71562,73247,75650,-346355,-413918391
2022-04-15,67200,67300,66500,66600,67540,68965,71742,73278,75717,-2017561,-413572036
2022-04-14,68700,68700,67500,67500,67780,69170,71920,73308,75788,-1410092,-411554475
2022-04-13,67300,69000,67200,68700,67880,69355,72093,73331,75851,-480139,-410144383
2022-04-12,67600,67700,67000,67000,67840,69440,72263,73347,75908,-2330144,-409664244
2022-04-11,67800,68100,67400,67900,68280,69565,72462,73373,75973,-889074,-407334100
2022-04-08,68100,68300,67700,67800,68560,69680,72630,73392,76040,-3784295,-406445026
2022-04-07,68500,68500,68000,68000,68820,69790,72805,73405,76105,-3878210,-402660731
2022-04-06,68600,68800,68500,68500,69140,69950,72953,73412,76171,-2747220,-398782521
2022-04-05,69400,69600,69100,69200,69420,70000,73102,73416,76236,-237687,-396035301
2022-04-04,68900,69300,68600,69300,69620,70045,73260,73435,76298,206471,-395797614
2022-04-01,69500,69500,69000,69100,69700,70155,73415,73454,76359,-1490033,-396004085
2022-03-31,69900,70200,69600,69600,69840,70345,73568,73473,76418,-2237483,-394514052
2022-03-30,70300,70500,69800,69900,69880,70450,73722,73494,76476,-1079277,-392276569
2022-03-29,70000,70300,69800,70200,70000,70560,73895,73522,76538,787108,-391197292
2022-03-28,69500,69900,69200,69700,70020,70645,74062,73554,76602,-1611374,-391984400
2022-03-25,70100,70200,69600,69800,70060,70735,74242,73591,76670,-1713454,-390373026
2022-03-24,69600,70300,69600,69800,70240,70895,74410,73645,76735,-3845950,-388659572
2022-03-23,70600,71200,70300,70500,70520,71075,74570,73711,76797,452554,-384813622
2022-03-22,69900,70500,69900,70300,70500,71260,74697,73768,76849,97491,-385266176
2022-03-21,70900,71000,69900,69900,70340,71460,74810,73827,76895,-1791498,-385363667
2022-03-18,70600,70900,70200,70700,70400,71715,74945,73888,76946,-646905,-383572169
2022-03-17,71200,71800,70900,71200,70260,71920,75063,73933,76992,1966639,-382925264
2022-03-16,70200,70500,69700,70400,70260,72045,75170,73981,77035,448705,-384891903
2022-03-15,69800,70100,69500,69500,70080,72210,75280,74033,77080,-2188867,-385340608
2022-03-14,70000,70200,69600,70200,70200,72480,75402,74089,77128,-1071923,-383151741
2022-03-11,70500,70700,69700,70000,70460,72740,75513,74132,77176,-3917209,-382079818
2022-03-10,70800,71200,70500,71200,71040,72975,75650,74176,77226,-3343993,-378162609
2022-03-08,68800,70000,68700,69500,71140,73090,75753,74218,77270,-3135478,-374818616
2022-03-07,70000,70600,69900,70100,71660,73265,75885,74273,77326,-4902919,-371683138
2022-03-04,72700,72700,71200,71500,72020,73460,75988,74333,77377,-2038438,-366780219
2022-03-03,72300,73100,72200,72900,72020,73550,76057,74376,77424,1196074,-364741781
2022-03-02,72300,72400,71500,71700,72040,73570,76105,74402,77461,68686,-365937855
2022-02-28,71100,72100,71000,72100,72380,73550,76150,74444,77508,-18623,-366006541
2022-02-25,72100,72600,71900,71900,72800,73610,76137,74483,77549,-3056624,-365987918
2022-02-24,72300,72300,71300,71500,73280,73715,76143,74505,77586,-1182106,-362931294
2022-02-23,73800,73800,72800,73000,73980,73895,76157,74528,77628,-945074,-361749188
2022-02-22,73000,73400,72800,73400,74340,74025,76168,74542,77665,685300,-360804114
2022-02-21,73200,74300,72600,74200,74400,74180,76192,74561,77701,370398,-361489414
2022-02-18,74600,74800,73700,74300,74300,74285,76210,74573,77735,307479,-361859812
2022-02-17,75000,75600,74500,75000,74420,74420,76220,74564,77776,1328791,-362167291
2022-02-16,74600,74900,74200,74800,74500,74545,76157,74545,77812,-184415,-363496082
2022-02-15,74100,74200,73100,73700,74480,74670,76080,74531,77844,511941,-363311667
2022-02-14,74400,74500,73100,73700,74440,74880,76030,74533,77892,-1714927,-363823608
2022-02-11,75000,75500,74600,74900,74300,75140,75990,74537,77927,936201,-362108681
2022-02-10,75600,75800,74700,75400,74120,75340,75932,74533,77956,2898639,-363044882
2022-02-09,74300,74700,74000,74700,73700,75470,75852,74546,77985,559539,-365943521
2022-02-08,73800,74200,73000,73500,73420,75650,75772,74578,78018,535558,-366503060
2022-02-07,73500,73600,72400,73000,72980,75820,75717,74633,78053,-590405,-367038618
2022-02-04,74300,74600,73400,74000,73040,76040,75675,74704,78096,291000,-366448213
2022-02-03,74900,74900,73300,73300,73040,76275,75618,74767,78141,-1008822,-366739213
2022-01-28,71300,73700,71200,73300,73400,76540,75567,74840,78187,1602255,-365730391
2022-01-27,73800,74000,71300,71300,73860,76790,75522,74920,78221,-2184909,-367332646
2022-01-26,73900,74400,73100,73300,74900,77165,75507,75004,78269,-1460794,-365147737
2022-01-25,74800,75000,73200,74000,75500,77515,75477,75054,78309,737726,-363686943
2022-01-24,75400,75800,74700,75100,76100,77825,75408,75092,78349,-37870,-364424669
2022-01-21,75800,75800,74700,75600,76580,78095,75320,75124,78380,-715598,-364386799
